district,cycle,real_data,territorial,total_amount,tran_count,total_amount_without_LTS1,tran_count_without_LTS1,total_amount_no_primary,tran_count_no_primary,total_amount_no_primary_without_LTS1,tran_count_no_primary_without_LTS1,total_amount_primary,tran_count_primary,total_amount_primary_without_LTS1,tran_count_primary_without_LTS1,total_amount_gen,tran_count_gen,total_amount_gen_without_LTS1,tran_count_gen_without_LTS1,total_amount_special,tran_count_special,total_amount_special_without_LTS1,tran_count_special_without_LTS1,total_amount_dem_gen,tran_count_dem_gen,total_amount_dem_gen_without_LTS1,tran_count_dem_gen_without_LTS1,total_amount_dem_primary,tran_count_dem_primary,total_amount_dem_primary_without_LTS1,tran_count_dem_primary_without_LTS1,total_amount_dem_special,tran_count_dem_special,total_amount_dem_special_without_LTS1,tran_count_dem_special_without_LTS1,total_amount_rep_gen,tran_count_rep_gen,total_amount_rep_gen_without_LTS1,tran_count_rep_gen_without_LTS1,total_amount_rep_primary,tran_count_rep_primary,total_amount_rep_primary_without_LTS1,tran_count_rep_primary_without_LTS1,total_amount_rep_special,tran_count_rep_special,total_amount_rep_special_without_LTS1,tran_count_rep_special_without_LTS1
CA07,1992,1.0,0,461080.0,635.0,461080.0,635.0,147515.0,203.0,147515.0,203.0,313565.0,432.0,313565.0,432.0,147515.0,203.0,147515.0,203.0,0.0,0.0,0.0,0.0,96352.0,125.0,96352.0,125.0,310229.0,427.0,310229.0,427.0,0.0,0.0,0.0,0.0,51163.0,78.0,51163.0,78.0,3336.0,5.0,3336.0,5.0,0.0,0.0,0.0,0.0
CA07,1994,1.0,0,353559.0,470.0,353559.0,470.0,119076.0,135.0,119076.0,135.0,234483.0,335.0,234483.0,335.0,119076.0,135.0,119076.0,135.0,0.0,0.0,0.0,0.0,105553.0,127.0,105553.0,127.0,228663.0,323.0,228663.0,323.0,0.0,0.0,0.0,0.0,13523.0,8.0,13523.0,8.0,5820.0,12.0,5820.0,12.0,0.0,0.0,0.0,0.0
CA07,1996,1.0,0,237013.0,342.0,237013.0,342.0,78026.0,151.0,78026.0,151.0,158987.0,191.0,158987.0,191.0,78026.0,151.0,78026.0,151.0,0.0,0.0,0.0,0.0,75025.0,141.0,75025.0,141.0,153687.0,178.0,153687.0,178.0,0.0,0.0,0.0,0.0,3001.0,10.0,3001.0,10.0,5300.0,13.0,5300.0,13.0,0.0,0.0,0.0,0.0
CA07,1998,1.0,0,281067.0,355.0,281067.0,355.0,64956.0,90.0,64956.0,90.0,216111.0,265.0,216111.0,265.0,64956.0,90.0,64956.0,90.0,0.0,0.0,0.0,0.0,59540.0,76.0,59540.0,76.0,212361.0,257.0,212361.0,257.0,0.0,0.0,0.0,0.0,5416.0,14.0,5416.0,14.0,3750.0,8.0,3750.0,8.0,0.0,0.0,0.0,0.0
CA07,2000,1.0,0,341914.0,330.0,341914.0,330.0,150227.0,157.0,150227.0,157.0,191687.0,173.0,191687.0,173.0,150227.0,157.0,150227.0,157.0,0.0,0.0,0.0,0.0,148749.0,153.0,148749.0,153.0,182987.0,161.0,182987.0,161.0,0.0,0.0,0.0,0.0,1478.0,4.0,1478.0,4.0,8700.0,12.0,8700.0,12.0,0.0,0.0,0.0,0.0
CA07,2002,1.0,0,468232.0,430.0,468232.0,430.0,242714.0,254.0,242714.0,254.0,225518.0,176.0,225518.0,176.0,214253.0,196.0,214253.0,196.0,0.0,0.0,0.0,0.0,214253.0,196.0,214253.0,196.0,225518.0,176.0,225518.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA07,2004,1.0,0,579105.38,481.0,579105.38,481.0,313085.38,301.0,313085.38,301.0,266020.0,180.0,266020.0,180.0,297183.0,252.0,297183.0,252.0,0.0,0.0,0.0,0.0,297183.0,252.0,297183.0,252.0,266020.0,180.0,266020.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,1980,1.0,0,74411.0,204.0,74411.0,204.0,37341.0,102.0,37341.0,102.0,37070.0,102.0,37070.0,102.0,37341.0,102.0,37341.0,102.0,0.0,0.0,0.0,0.0,28784.0,82.0,28784.0,82.0,34574.0,94.0,34574.0,94.0,0.0,0.0,0.0,0.0,8557.0,20.0,8557.0,20.0,2496.0,8.0,2496.0,8.0,0.0,0.0,0.0,0.0
CA08,1982,1.0,0,405180.0,579.0,405180.0,579.0,281988.0,372.0,281988.0,372.0,123192.0,207.0,123192.0,207.0,281988.0,372.0,281988.0,372.0,0.0,0.0,0.0,0.0,77255.0,126.0,77255.0,126.0,31112.0,74.0,31112.0,74.0,0.0,0.0,0.0,0.0,204733.0,246.0,204733.0,246.0,92080.0,133.0,92080.0,133.0,0.0,0.0,0.0,0.0
CA08,1984,1.0,0,1995432.0,761.0,1995432.0,761.0,1809477.0,565.0,1809477.0,565.0,185955.0,196.0,185955.0,196.0,1809477.0,565.0,1809477.0,565.0,0.0,0.0,0.0,0.0,56709.0,148.0,56709.0,148.0,61717.0,81.0,61717.0,81.0,0.0,0.0,0.0,0.0,1752768.0,417.0,1752768.0,417.0,124238.0,115.0,124238.0,115.0,0.0,0.0,0.0,0.0
CA08,1986,1.0,0,218151.0,328.0,218151.0,328.0,93150.0,133.0,93150.0,133.0,125001.0,195.0,125001.0,195.0,93150.0,133.0,93150.0,133.0,0.0,0.0,0.0,0.0,70379.0,112.0,70379.0,112.0,104471.0,171.0,104471.0,171.0,0.0,0.0,0.0,0.0,22771.0,21.0,22771.0,21.0,20530.0,24.0,20530.0,24.0,0.0,0.0,0.0,0.0
CA08,1988,1.0,0,114207.0,168.0,114207.0,168.0,37500.0,59.0,37500.0,59.0,76707.0,109.0,76707.0,109.0,37500.0,59.0,37500.0,59.0,0.0,0.0,0.0,0.0,37500.0,59.0,37500.0,59.0,76707.0,109.0,76707.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,1990,1.0,0,199229.0,371.0,199229.0,371.0,82087.0,135.0,82087.0,135.0,117142.0,236.0,117142.0,236.0,82087.0,135.0,82087.0,135.0,0.0,0.0,0.0,0.0,82087.0,135.0,82087.0,135.0,117142.0,236.0,117142.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,1992,1.0,0,410191.0,537.0,410191.0,537.0,109892.0,149.0,109892.0,149.0,300299.0,388.0,300299.0,388.0,109892.0,149.0,109892.0,149.0,0.0,0.0,0.0,0.0,105835.0,142.0,105835.0,142.0,295082.0,377.0,295082.0,377.0,0.0,0.0,0.0,0.0,4057.0,7.0,4057.0,7.0,5217.0,11.0,5217.0,11.0,0.0,0.0,0.0,0.0
CA08,1994,1.0,0,384391.0,566.0,384391.0,566.0,102578.0,143.0,102578.0,143.0,281813.0,423.0,281813.0,423.0,102578.0,143.0,102578.0,143.0,0.0,0.0,0.0,0.0,97028.0,124.0,97028.0,124.0,281813.0,423.0,281813.0,423.0,0.0,0.0,0.0,0.0,5550.0,19.0,5550.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,1996,1.0,0,453600.0,667.0,453600.0,667.0,120322.0,200.0,120322.0,200.0,333278.0,467.0,333278.0,467.0,120322.0,200.0,120322.0,200.0,0.0,0.0,0.0,0.0,119722.0,199.0,119722.0,199.0,333278.0,467.0,333278.0,467.0,0.0,0.0,0.0,0.0,600.0,1.0,600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,1998,1.0,0,695014.0,812.0,695014.0,812.0,203583.0,261.0,203583.0,261.0,491431.0,551.0,491431.0,551.0,201083.0,258.0,201083.0,258.0,0.0,0.0,0.0,0.0,201083.0,258.0,201083.0,258.0,491431.0,551.0,491431.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,2000,1.0,0,452586.0,448.0,452586.0,448.0,282752.0,308.0,282752.0,308.0,169834.0,140.0,169834.0,140.0,282752.0,308.0,282752.0,308.0,0.0,0.0,0.0,0.0,282752.0,308.0,282752.0,308.0,169834.0,140.0,169834.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,2002,1.0,0,963110.0,768.0,963110.0,768.0,373978.0,304.0,373978.0,304.0,589132.0,464.0,589132.0,464.0,361978.0,291.0,361978.0,291.0,0.0,0.0,0.0,0.0,360758.0,286.0,360758.0,286.0,588132.0,463.0,588132.0,463.0,0.0,0.0,0.0,0.0,1220.0,5.0,1220.0,5.0,1000.0,1.0,1000.0,1.0,0.0,0.0,0.0,0.0
CA08,2004,1.0,0,1549893.0,1043.0,1549893.0,1043.0,533700.0,344.0,533700.0,344.0,1016193.0,699.0,1016193.0,699.0,515575.0,336.0,515575.0,336.0,0.0,0.0,0.0,0.0,512625.0,328.0,512625.0,328.0,1012596.0,694.0,1012596.0,694.0,0.0,0.0,0.0,0.0,1750.0,4.0,1750.0,4.0,3347.0,4.0,3347.0,4.0,0.0,0.0,0.0,0.0
CA09,1980,1.0,0,39171.0,107.0,39171.0,107.0,20349.0,46.0,20349.0,46.0,18822.0,61.0,18822.0,61.0,20349.0,46.0,20349.0,46.0,0.0,0.0,0.0,0.0,11504.0,29.0,11504.0,29.0,17146.0,58.0,17146.0,58.0,0.0,0.0,0.0,0.0,8845.0,17.0,8845.0,17.0,1676.0,3.0,1676.0,3.0,0.0,0.0,0.0,0.0
CA09,1982,1.0,0,367425.0,552.0,367425.0,552.0,202674.0,300.0,202674.0,300.0,164751.0,252.0,164751.0,252.0,197774.0,294.0,197774.0,294.0,0.0,0.0,0.0,0.0,87569.0,136.0,87569.0,136.0,78251.0,158.0,78251.0,158.0,0.0,0.0,0.0,0.0,110205.0,158.0,110205.0,158.0,86500.0,94.0,86500.0,94.0,0.0,0.0,0.0,0.0
CA09,1984,1.0,0,206720.0,396.0,206720.0,396.0,128715.0,234.0,128715.0,234.0,78005.0,162.0,78005.0,162.0,128715.0,234.0,128715.0,234.0,0.0,0.0,0.0,0.0,128715.0,234.0,128715.0,234.0,77005.0,161.0,77005.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0,1000.0,1.0,0.0,0.0,0.0,0.0
CA09,1986,1.0,0,378598.0,538.0,378598.0,538.0,227971.0,316.0,227971.0,316.0,150627.0,222.0,150627.0,222.0,214721.0,297.0,214721.0,297.0,13250.0,19.0,13250.0,19.0,208705.0,289.0,208705.0,289.0,145831.0,217.0,145831.0,217.0,13250.0,19.0,13250.0,19.0,6016.0,8.0,6016.0,8.0,4796.0,5.0,4796.0,5.0,0.0,0.0,0.0,0.0
CA09,1988,1.0,0,56505.0,84.0,56505.0,84.0,17905.0,27.0,17905.0,27.0,38600.0,57.0,38600.0,57.0,17905.0,27.0,17905.0,27.0,0.0,0.0,0.0,0.0,17905.0,27.0,17905.0,27.0,38600.0,57.0,38600.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA09,1990,1.0,0,439427.0,482.0,439427.0,482.0,192909.0,193.0,192909.0,193.0,246518.0,289.0,246518.0,289.0,192909.0,193.0,192909.0,193.0,0.0,0.0,0.0,0.0,174209.0,166.0,174209.0,166.0,238113.0,267.0,238113.0,267.0,0.0,0.0,0.0,0.0,18700.0,27.0,18700.0,27.0,8405.0,22.0,8405.0,22.0,0.0,0.0,0.0,0.0
CA09,1992,1.0,0,267369.0,478.0,267369.0,478.0,141068.0,249.0,141068.0,249.0,126301.0,229.0,126301.0,229.0,141068.0,249.0,141068.0,249.0,0.0,0.0,0.0,0.0,87948.0,128.0,87948.0,128.0,125101.0,225.0,125101.0,225.0,0.0,0.0,0.0,0.0,53120.0,121.0,53120.0,121.0,1200.0,4.0,1200.0,4.0,0.0,0.0,0.0,0.0
CA09,1994,1.0,0,419838.0,557.0,419838.0,557.0,191394.0,238.0,191394.0,238.0,228444.0,319.0,228444.0,319.0,190394.0,237.0,190394.0,237.0,0.0,0.0,0.0,0.0,184017.0,216.0,184017.0,216.0,226590.0,313.0,226590.0,313.0,0.0,0.0,0.0,0.0,6377.0,21.0,6377.0,21.0,1854.0,6.0,1854.0,6.0,0.0,0.0,0.0,0.0
CA09,1996,1.0,0,331379.0,511.0,331379.0,511.0,148661.0,235.0,148661.0,235.0,182718.0,276.0,182718.0,276.0,137911.0,223.0,137911.0,223.0,0.0,0.0,0.0,0.0,128385.0,207.0,128385.0,207.0,178205.0,266.0,178205.0,266.0,0.0,0.0,0.0,0.0,9526.0,16.0,9526.0,16.0,4513.0,10.0,4513.0,10.0,0.0,0.0,0.0,0.0
CA09,1998,1.0,0,522053.0,727.0,357651.0,471.0,212301.0,307.0,103740.0,153.0,309752.0,420.0,253911.0,318.0,104255.0,143.0,5750.0,8.0,103046.0,163.0,92990.0,144.0,104255.0,143.0,5750.0,8.0,309752.0,420.0,253911.0,318.0,103046.0,163.0,92990.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA09,2000,1.0,0,440626.0,569.0,440626.0,569.0,228037.0,297.0,228037.0,297.0,212589.0,272.0,212589.0,272.0,228037.0,297.0,228037.0,297.0,0.0,0.0,0.0,0.0,228037.0,297.0,228037.0,297.0,212589.0,272.0,212589.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA09,2002,1.0,0,715787.42,1374.0,715787.42,1374.0,307494.42,719.0,307494.42,719.0,408293.0,655.0,408293.0,655.0,253717.0,424.0,253717.0,424.0,0.0,0.0,0.0,0.0,253717.0,424.0,253717.0,424.0,408293.0,655.0,408293.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA09,2004,1.0,0,784533.99,1524.0,784533.99,1524.0,388401.99,1013.0,388401.99,1013.0,396132.0,511.0,396132.0,511.0,335695.0,523.0,335695.0,523.0,0.0,0.0,0.0,0.0,265841.0,382.0,265841.0,382.0,390500.0,508.0,390500.0,508.0,0.0,0.0,0.0,0.0,69854.0,141.0,69854.0,141.0,5632.0,3.0,5632.0,3.0,0.0,0.0,0.0,0.0
CA10,1980,1.0,0,14696.0,42.0,14696.0,42.0,7874.0,20.0,7874.0,20.0,6822.0,22.0,6822.0,22.0,7874.0,20.0,7874.0,20.0,0.0,0.0,0.0,0.0,7020.0,16.0,7020.0,16.0,6226.0,20.0,6226.0,20.0,0.0,0.0,0.0,0.0,854.0,4.0,854.0,4.0,596.0,2.0,596.0,2.0,0.0,0.0,0.0,0.0
CA10,1982,1.0,0,183775.0,282.0,183775.0,282.0,116893.0,153.0,116893.0,153.0,66882.0,129.0,66882.0,129.0,116893.0,153.0,116893.0,153.0,0.0,0.0,0.0,0.0,50325.0,80.0,50325.0,80.0,44855.0,101.0,44855.0,101.0,0.0,0.0,0.0,0.0,66568.0,73.0,66568.0,73.0,22027.0,28.0,22027.0,28.0,0.0,0.0,0.0,0.0
CA10,1984,1.0,0,156327.0,225.0,156327.0,225.0,100497.0,135.0,100497.0,135.0,55830.0,90.0,55830.0,90.0,100497.0,135.0,100497.0,135.0,0.0,0.0,0.0,0.0,70807.0,104.0,70807.0,104.0,31830.0,72.0,31830.0,72.0,0.0,0.0,0.0,0.0,29690.0,31.0,29690.0,31.0,24000.0,18.0,24000.0,18.0,0.0,0.0,0.0,0.0
CA10,1986,1.0,0,131849.0,226.0,131849.0,226.0,57851.0,102.0,57851.0,102.0,73998.0,124.0,73998.0,124.0,57851.0,102.0,57851.0,102.0,0.0,0.0,0.0,0.0,57851.0,102.0,57851.0,102.0,73998.0,124.0,73998.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA10,1988,1.0,0,10100.0,14.0,10100.0,14.0,0.0,0.0,0.0,0.0,10100.0,14.0,10100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100.0,14.0,10100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA10,1990,1.0,0,229196.0,245.0,229196.0,245.0,86131.0,70.0,86131.0,70.0,143065.0,175.0,143065.0,175.0,86131.0,70.0,86131.0,70.0,0.0,0.0,0.0,0.0,86131.0,70.0,86131.0,70.0,140267.0,167.0,140267.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798.0,8.0,2798.0,8.0,0.0,0.0,0.0,0.0
CA10,1992,1.0,0,713488.0,1028.0,713488.0,1028.0,418528.0,629.0,418528.0,629.0,294960.0,399.0,294960.0,399.0,418528.0,629.0,418528.0,629.0,0.0,0.0,0.0,0.0,93283.0,109.0,93283.0,109.0,72483.0,114.0,72483.0,114.0,0.0,0.0,0.0,0.0,325245.0,520.0,325245.0,520.0,222477.0,285.0,222477.0,285.0,0.0,0.0,0.0,0.0
CA10,1994,1.0,0,881179.0,1514.0,881179.0,1514.0,472326.0,760.0,472326.0,760.0,408853.0,754.0,408853.0,754.0,472326.0,760.0,472326.0,760.0,0.0,0.0,0.0,0.0,176066.0,219.0,176066.0,219.0,36556.0,77.0,36556.0,77.0,0.0,0.0,0.0,0.0,296260.0,541.0,296260.0,541.0,372297.0,677.0,372297.0,677.0,0.0,0.0,0.0,0.0
CA10,1996,1.0,0,1790067.0,2871.0,1790067.0,2871.0,1138790.0,1649.0,1138790.0,1649.0,651277.0,1222.0,651277.0,1222.0,1130953.0,1631.0,1130953.0,1631.0,2937.0,11.0,2937.0,11.0,406921.0,621.0,406921.0,621.0,168175.0,290.0,168175.0,290.0,1937.0,10.0,1937.0,10.0,719554.0,1005.0,719554.0,1005.0,483102.0,932.0,483102.0,932.0,1000.0,1.0,1000.0,1.0
CA10,1998,1.0,0,2069848.0,2714.0,2069848.0,2714.0,1350671.0,1617.0,1350671.0,1617.0,719177.0,1097.0,719177.0,1097.0,1319449.0,1569.0,1319449.0,1569.0,1702.0,3.0,1702.0,3.0,658260.0,875.0,658260.0,875.0,551956.0,868.0,551956.0,868.0,1702.0,3.0,1702.0,3.0,660189.0,693.0,660189.0,693.0,167221.0,229.0,167221.0,229.0,0.0,0.0,0.0,0.0
CA10,2000,1.0,0,2363253.0,3105.0,2363253.0,3105.0,1462990.0,1924.0,1462990.0,1924.0,900263.0,1181.0,900263.0,1181.0,1449340.0,1891.0,1449340.0,1891.0,2000.0,1.0,2000.0,1.0,756582.0,878.0,756582.0,878.0,608556.0,769.0,608556.0,769.0,2000.0,1.0,2000.0,1.0,692358.0,1011.0,692358.0,1011.0,291707.0,412.0,291707.0,412.0,0.0,0.0,0.0,0.0
CA10,2002,1.0,0,902342.27,1101.0,902342.27,1101.0,339759.27,454.0,339759.27,454.0,562583.0,647.0,562583.0,647.0,322331.0,343.0,322331.0,343.0,0.0,0.0,0.0,0.0,322306.0,342.0,322306.0,342.0,561583.0,646.0,561583.0,646.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,1.0,1000.0,1.0,1000.0,1.0,0.0,0.0,0.0,0.0
CA10,2004,1.0,0,964283.53,998.0,964283.53,998.0,542915.53,522.0,542915.53,522.0,421368.0,476.0,421368.0,476.0,518522.0,430.0,518522.0,430.0,0.0,0.0,0.0,0.0,374513.0,416.0,374513.0,416.0,418145.0,474.0,418145.0,474.0,0.0,0.0,0.0,0.0,144009.0,14.0,144009.0,14.0,3223.0,2.0,3223.0,2.0,0.0,0.0,0.0,0.0
CA11,1980,1.0,0,1060081.0,1982.0,511390.0,1033.0,651828.0,1142.0,315804.0,633.0,408253.0,840.0,195586.0,400.0,457553.0,788.0,137638.0,320.0,189313.0,340.0,174748.0,307.0,249096.0,362.0,69037.0,149.0,252584.0,507.0,115811.0,233.0,91220.0,157.0,89920.0,155.0,208457.0,426.0,68601.0,171.0,155669.0,333.0,79775.0,167.0,98093.0,183.0,84828.0,152.0
CA11,1982,1.0,0,930868.0,1219.0,930868.0,1219.0,458312.0,566.0,458312.0,566.0,472556.0,653.0,472556.0,653.0,447312.0,553.0,447312.0,553.0,0.0,0.0,0.0,0.0,216521.0,266.0,216521.0,266.0,407104.0,564.0,407104.0,564.0,0.0,0.0,0.0,0.0,230791.0,287.0,230791.0,287.0,65452.0,89.0,65452.0,89.0,0.0,0.0,0.0,0.0
CA11,1984,1.0,0,365074.0,530.0,365074.0,530.0,98159.0,147.0,98159.0,147.0,266915.0,383.0,266915.0,383.0,98159.0,147.0,98159.0,147.0,0.0,0.0,0.0,0.0,98159.0,147.0,98159.0,147.0,266415.0,382.0,266415.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,500.0,1.0,0.0,0.0,0.0,0.0
CA11,1986,1.0,0,178140.0,256.0,178140.0,256.0,78302.0,119.0,78302.0,119.0,99838.0,137.0,99838.0,137.0,78302.0,119.0,78302.0,119.0,0.0,0.0,0.0,0.0,59306.0,89.0,59306.0,89.0,96694.0,132.0,96694.0,132.0,0.0,0.0,0.0,0.0,18996.0,30.0,18996.0,30.0,3144.0,5.0,3144.0,5.0,0.0,0.0,0.0,0.0
CA11,1988,1.0,0,157378.0,208.0,157378.0,208.0,71428.0,103.0,71428.0,103.0,85950.0,105.0,85950.0,105.0,71428.0,103.0,71428.0,103.0,0.0,0.0,0.0,0.0,68128.0,98.0,68128.0,98.0,68250.0,88.0,68250.0,88.0,0.0,0.0,0.0,0.0,3300.0,5.0,3300.0,5.0,17700.0,17.0,17700.0,17.0,0.0,0.0,0.0,0.0
CA11,1990,1.0,0,364048.0,527.0,364048.0,527.0,131018.0,208.0,131018.0,208.0,233030.0,319.0,233030.0,319.0,131018.0,208.0,131018.0,208.0,0.0,0.0,0.0,0.0,115867.0,186.0,115867.0,186.0,211554.0,283.0,211554.0,283.0,0.0,0.0,0.0,0.0,15151.0,22.0,15151.0,22.0,21476.0,36.0,21476.0,36.0,0.0,0.0,0.0,0.0
CA11,1992,1.0,0,1468714.0,2083.0,1468714.0,2083.0,850702.0,1149.0,850702.0,1149.0,618012.0,934.0,618012.0,934.0,850452.0,1148.0,850452.0,1148.0,250.0,1.0,250.0,1.0,494860.0,659.0,494860.0,659.0,263901.0,364.0,263901.0,364.0,250.0,1.0,250.0,1.0,355592.0,489.0,355592.0,489.0,354111.0,570.0,354111.0,570.0,0.0,0.0,0.0,0.0
CA11,1994,1.0,0,692158.0,1241.0,692158.0,1241.0,371442.0,588.0,371442.0,588.0,320716.0,653.0,320716.0,653.0,369692.0,583.0,369692.0,583.0,0.0,0.0,0.0,0.0,71188.0,83.0,71188.0,83.0,66865.0,64.0,66865.0,64.0,0.0,0.0,0.0,0.0,298504.0,500.0,298504.0,500.0,253851.0,589.0,253851.0,589.0,0.0,0.0,0.0,0.0
CA11,1996,1.0,0,517307.0,940.0,517307.0,940.0,254246.0,469.0,254246.0,469.0,263061.0,471.0,263061.0,471.0,252646.0,465.0,252646.0,465.0,0.0,0.0,0.0,0.0,22933.0,49.0,22933.0,49.0,4608.0,18.0,4608.0,18.0,0.0,0.0,0.0,0.0,229713.0,416.0,229713.0,416.0,258453.0,453.0,258453.0,453.0,0.0,0.0,0.0,0.0
CA11,1998,1.0,0,374072.0,575.0,374072.0,575.0,192037.0,311.0,192037.0,311.0,182035.0,264.0,182035.0,264.0,188637.0,304.0,188637.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188637.0,304.0,188637.0,304.0,182035.0,264.0,182035.0,264.0,0.0,0.0,0.0,0.0
CA11,2000,1.0,0,464207.0,547.0,464207.0,547.0,182411.0,233.0,182411.0,233.0,281796.0,314.0,281796.0,314.0,182411.0,233.0,182411.0,233.0,0.0,0.0,0.0,0.0,9025.0,7.0,9025.0,7.0,151.0,1.0,151.0,1.0,0.0,0.0,0.0,0.0,173386.0,226.0,173386.0,226.0,281645.0,313.0,281645.0,313.0,0.0,0.0,0.0,0.0
CA11,2002,1.0,0,1084007.72,1637.0,1084007.72,1637.0,700157.72,1192.0,700157.72,1192.0,383850.0,445.0,383850.0,445.0,602742.0,731.0,602742.0,731.0,400.0,1.0,400.0,1.0,212018.0,272.0,212018.0,272.0,31717.0,45.0,31717.0,45.0,0.0,0.0,0.0,0.0,390724.0,459.0,390724.0,459.0,352133.0,400.0,352133.0,400.0,400.0,1.0,400.0,1.0
CA11,2004,1.0,0,1332041.75,1591.0,1332041.75,1591.0,855149.75,1324.0,855149.75,1324.0,476892.0,267.0,476892.0,267.0,361078.0,351.0,361078.0,351.0,0.0,0.0,0.0,0.0,77237.0,134.0,77237.0,134.0,1000.0,1.0,1000.0,1.0,0.0,0.0,0.0,0.0,283841.0,217.0,283841.0,217.0,475892.0,266.0,475892.0,266.0,0.0,0.0,0.0,0.0
CA12,1980,1.0,0,64871.0,134.0,64871.0,134.0,36579.0,77.0,36579.0,77.0,28292.0,57.0,28292.0,57.0,36579.0,77.0,36579.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,2.0,396.0,2.0,0.0,0.0,0.0,0.0,32579.0,71.0,32579.0,71.0,26896.0,54.0,26896.0,54.0,0.0,0.0,0.0,0.0
CA12,1982,1.0,0,480386.0,651.0,480386.0,651.0,235388.0,325.0,235388.0,325.0,244998.0,326.0,244998.0,326.0,235388.0,325.0,235388.0,325.0,0.0,0.0,0.0,0.0,7558.0,15.0,7558.0,15.0,13039.0,26.0,13039.0,26.0,0.0,0.0,0.0,0.0,227830.0,310.0,227830.0,310.0,231959.0,300.0,231959.0,300.0,0.0,0.0,0.0,0.0
CA12,1984,1.0,0,806816.0,599.0,806816.0,599.0,707299.0,467.0,707299.0,467.0,99517.0,132.0,99517.0,132.0,707299.0,467.0,707299.0,467.0,0.0,0.0,0.0,0.0,22457.0,63.0,22457.0,63.0,10933.0,15.0,10933.0,15.0,0.0,0.0,0.0,0.0,684842.0,404.0,684842.0,404.0,88584.0,117.0,88584.0,117.0,0.0,0.0,0.0,0.0
CA12,1986,1.0,0,621035.0,686.0,621035.0,686.0,250386.0,357.0,250386.0,357.0,370649.0,329.0,370649.0,329.0,250386.0,357.0,250386.0,357.0,0.0,0.0,0.0,0.0,25555.0,34.0,25555.0,34.0,1275.0,2.0,1275.0,2.0,0.0,0.0,0.0,0.0,224831.0,323.0,224831.0,323.0,369374.0,327.0,369374.0,327.0,0.0,0.0,0.0,0.0
CA12,1988,1.0,0,1317441.0,1745.0,1317441.0,1745.0,546401.0,710.0,546401.0,710.0,771040.0,1035.0,771040.0,1035.0,544401.0,708.0,544401.0,708.0,0.0,0.0,0.0,0.0,113150.0,151.0,113150.0,151.0,229528.0,301.0,229528.0,301.0,0.0,0.0,0.0,0.0,431251.0,557.0,431251.0,557.0,541512.0,734.0,541512.0,734.0,0.0,0.0,0.0,0.0
CA12,1990,1.0,0,1124578.0,1788.0,1124578.0,1788.0,504447.0,798.0,504447.0,798.0,620131.0,990.0,620131.0,990.0,503847.0,796.0,503847.0,796.0,0.0,0.0,0.0,0.0,36485.0,40.0,36485.0,40.0,10318.0,17.0,10318.0,17.0,0.0,0.0,0.0,0.0,467362.0,756.0,467362.0,756.0,609813.0,973.0,609813.0,973.0,0.0,0.0,0.0,0.0
