district,cycle,total_amount_ind,tran_count_ind,total_amount_without_LTS1_ind,tran_count_without_LTS1_ind,total_amount_no_primary_ind,tran_count_no_primary_ind,total_amount_no_primary_without_LTS1_ind,tran_count_no_primary_without_LTS1_ind,total_amount_primary_ind,tran_count_primary_ind,total_amount_primary_without_LTS1_ind,tran_count_primary_without_LTS1_ind,total_amount_gen_ind,tran_count_gen_ind,total_amount_gen_without_LTS1_ind,tran_count_gen_without_LTS1_ind,total_amount_special_ind,tran_count_special_ind,total_amount_special_without_LTS1_ind,tran_count_special_without_LTS1_ind,total_amount_dem_gen_ind,tran_count_dem_gen_ind,total_amount_dem_gen_without_LTS1_ind,tran_count_dem_gen_without_LTS1_ind,total_amount_dem_primary_ind,tran_count_dem_primary_ind,total_amount_dem_primary_without_LTS1_ind,tran_count_dem_primary_without_LTS1_ind,total_amount_dem_special_ind,tran_count_dem_special_ind,total_amount_dem_special_without_LTS1_ind,tran_count_dem_special_without_LTS1_ind,total_amount_rep_gen_ind,tran_count_rep_gen_ind,total_amount_rep_gen_without_LTS1_ind,tran_count_rep_gen_without_LTS1_ind,total_amount_rep_primary_ind,tran_count_rep_primary_ind,total_amount_rep_primary_without_LTS1_ind,tran_count_rep_primary_without_LTS1_ind,total_amount_rep_special_ind,tran_count_rep_special_ind,total_amount_rep_special_without_LTS1_ind,tran_count_rep_special_without_LTS1_ind,total_amount_smallind,tran_count_smallind,total_amount_without_LTS1_smallind,tran_count_without_LTS1_smallind,total_amount_no_primary_smallind,tran_count_no_primary_smallind,total_amount_no_primary_without_LTS1_smallind,tran_count_no_primary_without_LTS1_smallind,total_amount_primary_smallind,tran_count_primary_smallind,total_amount_primary_without_LTS1_smallind,tran_count_primary_without_LTS1_smallind,total_amount_gen_smallind,tran_count_gen_smallind,total_amount_gen_without_LTS1_smallind,tran_count_gen_without_LTS1_smallind,total_amount_special_smallind,tran_count_special_smallind,total_amount_special_without_LTS1_smallind,tran_count_special_without_LTS1_smallind,total_amount_dem_gen_smallind,tran_count_dem_gen_smallind,total_amount_dem_gen_without_LTS1_smallind,tran_count_dem_gen_without_LTS1_smallind,total_amount_dem_primary_smallind,tran_count_dem_primary_smallind,total_amount_dem_primary_without_LTS1_smallind,tran_count_dem_primary_without_LTS1_smallind,total_amount_dem_special_smallind,tran_count_dem_special_smallind,total_amount_dem_special_without_LTS1_smallind,tran_count_dem_special_without_LTS1_smallind,total_amount_rep_gen_smallind,tran_count_rep_gen_smallind,total_amount_rep_gen_without_LTS1_smallind,tran_count_rep_gen_without_LTS1_smallind,total_amount_rep_primary_smallind,tran_count_rep_primary_smallind,total_amount_rep_primary_without_LTS1_smallind,tran_count_rep_primary_without_LTS1_smallind,total_amount_rep_special_smallind,tran_count_rep_special_smallind,total_amount_rep_special_without_LTS1_smallind,tran_count_rep_special_without_LTS1_smallind
FL13,2002,2493892.2,5168.0,2493892.2,5168.0,1247376.2,2952.0,1247376.2,2952.0,1246516.0,2216.0,1246516.0,2216.0,302987.0,571.0,302987.0,571.0,0.0,0.0,0.0,0.0,63202.0,136.0,63202.0,136.0,39432.0,83.0,39432.0,83.0,0.0,0.0,0.0,0.0,239785.0,435.0,239785.0,435.0,1207084.0,2133.0,1207084.0,2133.0,0.0,0.0,0.0,0.0,66849.66,749.0,66849.66,749.0,66588.66,741.0,66588.66,741.0,261.0,8.0,261.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,8.0,261.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL14,2002,201472.0,295.0,201472.0,295.0,12750.0,16.0,12750.0,16.0,188722.0,279.0,188722.0,279.0,12750.0,16.0,12750.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,16.0,12750.0,16.0,188722.0,279.0,188722.0,279.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0
FL15,2002,280640.0,709.0,280640.0,709.0,86800.0,310.0,86800.0,310.0,193840.0,399.0,193840.0,399.0,72800.0,154.0,72800.0,154.0,0.0,0.0,0.0,0.0,9225.0,24.0,9225.0,24.0,8550.0,17.0,8550.0,17.0,0.0,0.0,0.0,0.0,63575.0,130.0,63575.0,130.0,184925.0,381.0,184925.0,381.0,0.0,0.0,0.0,0.0,13200.0,159.0,13200.0,159.0,12750.0,154.0,12750.0,154.0,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0
FL16,2002,614754.1,1066.0,614754.1,1066.0,146458.1,260.0,146458.1,260.0,468296.0,806.0,468296.0,806.0,129123.0,172.0,129123.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600.0,44.0,31600.0,44.0,0.0,0.0,0.0,0.0,126573.0,165.0,126573.0,165.0,436696.0,762.0,436696.0,762.0,0.0,0.0,0.0,0.0,5508.91,64.0,5508.91,64.0,5508.91,64.0,5508.91,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL17,2002,161570.22,269.0,161570.22,269.0,63681.22,105.0,63681.22,105.0,97889.0,164.0,97889.0,164.0,54150.0,82.0,54150.0,82.0,0.0,0.0,0.0,0.0,54150.0,82.0,54150.0,82.0,97889.0,164.0,97889.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL18,2002,409475.96,750.0,409475.96,750.0,85152.96,196.0,85152.96,196.0,324323.0,554.0,324323.0,554.0,70150.0,126.0,70150.0,126.0,0.0,0.0,0.0,0.0,7750.0,8.0,7750.0,8.0,50200.0,71.0,50200.0,71.0,0.0,0.0,0.0,0.0,62400.0,118.0,62400.0,118.0,274123.0,483.0,274123.0,483.0,0.0,0.0,0.0,0.0,4573.98,51.0,4573.98,51.0,4573.98,51.0,4573.98,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL19,2002,385897.0,648.0,385897.0,648.0,88015.0,146.0,88015.0,146.0,297882.0,502.0,297882.0,502.0,83697.0,125.0,83697.0,125.0,0.0,0.0,0.0,0.0,75300.0,113.0,75300.0,113.0,294382.0,497.0,294382.0,497.0,0.0,0.0,0.0,0.0,8397.0,12.0,8397.0,12.0,3500.0,5.0,3500.0,5.0,0.0,0.0,0.0,0.0,1818.0,18.0,1818.0,18.0,1818.0,18.0,1818.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL20,2002,290375.0,381.0,290375.0,381.0,60725.0,75.0,60725.0,75.0,229650.0,306.0,229650.0,306.0,59200.0,71.0,59200.0,71.0,0.0,0.0,0.0,0.0,59200.0,71.0,59200.0,71.0,229650.0,306.0,229650.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL21,2002,274900.0,432.0,274900.0,432.0,32700.0,47.0,32700.0,47.0,242200.0,385.0,242200.0,385.0,30200.0,40.0,30200.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30200.0,40.0,30200.0,40.0,242200.0,385.0,242200.0,385.0,0.0,0.0,0.0,0.0,500.0,5.0,500.0,5.0,500.0,5.0,500.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL22,2002,1515585.68,2866.0,1515585.68,2866.0,430442.68,970.0,430442.68,970.0,1085143.0,1896.0,1085143.0,1896.0,374402.0,628.0,374402.0,628.0,0.0,0.0,0.0,0.0,126927.0,213.0,126927.0,213.0,501409.0,951.0,501409.0,951.0,0.0,0.0,0.0,0.0,243775.0,412.0,243775.0,412.0,583734.0,945.0,583734.0,945.0,0.0,0.0,0.0,0.0,35717.18,314.0,35717.18,314.0,35717.18,312.0,35717.18,312.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
FL23,2002,142989.1,317.0,142989.1,317.0,59812.1,157.0,59812.1,157.0,83177.0,160.0,83177.0,160.0,57560.0,141.0,57560.0,141.0,0.0,0.0,0.0,0.0,57560.0,141.0,57560.0,141.0,83177.0,160.0,83177.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,13.0,1325.0,13.0,1325.0,13.0,1325.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL24,2002,1706597.86,2936.0,1706597.86,2936.0,670704.86,1210.0,670704.86,1210.0,1035893.0,1726.0,1035893.0,1726.0,378839.0,639.0,378839.0,639.0,0.0,0.0,0.0,0.0,89833.0,128.0,89833.0,128.0,224945.0,397.0,224945.0,397.0,0.0,0.0,0.0,0.0,289006.0,511.0,289006.0,511.0,810948.0,1329.0,810948.0,1329.0,0.0,0.0,0.0,0.0,6046.29,60.0,6046.29,60.0,6046.29,60.0,6046.29,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL25,2002,713896.06,1386.0,713896.06,1386.0,296113.06,689.0,296113.06,689.0,417783.0,697.0,417783.0,697.0,250155.0,411.0,250155.0,411.0,0.0,0.0,0.0,0.0,45450.0,66.0,45450.0,66.0,36600.0,66.0,36600.0,66.0,0.0,0.0,0.0,0.0,204705.0,345.0,204705.0,345.0,381183.0,631.0,381183.0,631.0,0.0,0.0,0.0,0.0,21175.79,233.0,21175.79,233.0,21175.79,233.0,21175.79,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL26,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL27,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL28,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA01,2002,403446.0,702.0,403446.0,702.0,139096.0,269.0,139096.0,269.0,264350.0,433.0,264350.0,433.0,136196.0,250.0,136196.0,250.0,0.0,0.0,0.0,0.0,1050.0,3.0,1050.0,3.0,3000.0,4.0,3000.0,4.0,0.0,0.0,0.0,0.0,135146.0,247.0,135146.0,247.0,261350.0,429.0,261350.0,429.0,0.0,0.0,0.0,0.0,1900.0,18.0,1900.0,18.0,1900.0,18.0,1900.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA02,2002,141524.0,268.0,141524.0,268.0,17400.0,25.0,17400.0,25.0,124124.0,243.0,124124.0,243.0,17400.0,25.0,17400.0,25.0,0.0,0.0,0.0,0.0,17400.0,25.0,17400.0,25.0,124124.0,243.0,124124.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA03,2002,1642135.76,3280.0,1642135.76,3280.0,663207.76,1486.0,663207.76,1486.0,978928.0,1794.0,978928.0,1794.0,528446.0,897.0,528446.0,897.0,0.0,0.0,0.0,0.0,252814.0,417.0,252814.0,417.0,548335.0,907.0,548335.0,907.0,0.0,0.0,0.0,0.0,275632.0,480.0,275632.0,480.0,430593.0,887.0,430593.0,887.0,0.0,0.0,0.0,0.0,45901.67,557.0,45901.67,557.0,43884.67,486.0,43884.67,486.0,2017.0,71.0,2017.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,71.0,2017.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA04,2002,1973075.32,3652.0,1973075.32,3652.0,314981.32,695.0,314981.32,695.0,1658094.0,2957.0,1658094.0,2957.0,177051.0,298.0,177051.0,298.0,0.0,0.0,0.0,0.0,173501.0,289.0,173501.0,289.0,1645194.0,2929.0,1645194.0,2929.0,0.0,0.0,0.0,0.0,3550.0,9.0,3550.0,9.0,12900.0,28.0,12900.0,28.0,0.0,0.0,0.0,0.0,18075.22,183.0,18075.22,183.0,18075.22,183.0,18075.22,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA05,2002,29050.0,47.0,29050.0,47.0,3000.0,3.0,3000.0,3.0,26050.0,44.0,26050.0,44.0,3000.0,3.0,3000.0,3.0,0.0,0.0,0.0,0.0,3000.0,3.0,3000.0,3.0,26050.0,44.0,26050.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA06,2002,568058.88,751.0,568058.88,751.0,200668.88,306.0,200668.88,306.0,367390.0,445.0,367390.0,445.0,197208.0,286.0,197208.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197208.0,286.0,197208.0,286.0,367390.0,445.0,367390.0,445.0,0.0,0.0,0.0,0.0,1600.0,16.0,1600.0,16.0,1600.0,16.0,1600.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA07,2002,1753625.23,4725.0,1753625.23,4725.0,397081.23,2348.0,397081.23,2348.0,1356544.0,2377.0,1356544.0,2377.0,253984.0,407.0,253984.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253984.0,407.0,253984.0,407.0,1356544.0,2377.0,1356544.0,2377.0,0.0,0.0,0.0,0.0,111500.01,1862.0,111500.01,1862.0,111500.01,1861.0,111500.01,1861.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
GA08,2002,223735.25,400.0,223735.25,400.0,90090.25,201.0,90090.25,201.0,133645.0,199.0,133645.0,199.0,22675.0,44.0,22675.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22675.0,44.0,22675.0,44.0,133645.0,199.0,133645.0,199.0,0.0,0.0,0.0,0.0,2910.0,41.0,2910.0,41.0,2910.0,41.0,2910.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA09,2002,412126.06,920.0,412126.06,920.0,105073.06,371.0,105073.06,371.0,307053.0,549.0,307053.0,549.0,83436.0,133.0,83436.0,133.0,0.0,0.0,0.0,0.0,575.0,2.0,575.0,2.0,625.0,2.0,625.0,2.0,0.0,0.0,0.0,0.0,82861.0,131.0,82861.0,131.0,306428.0,547.0,306428.0,547.0,0.0,0.0,0.0,0.0,18109.01,231.0,18109.01,231.0,18109.01,231.0,18109.01,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA10,2002,86154.16,434.0,86154.16,434.0,10104.16,251.0,10104.16,251.0,76050.0,183.0,76050.0,183.0,9000.0,13.0,9000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,13.0,9000.0,13.0,76050.0,183.0,76050.0,183.0,0.0,0.0,0.0,0.0,1104.16,238.0,1104.16,238.0,1104.16,238.0,1104.16,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA11,2002,2277545.05,3425.0,2277545.05,3425.0,829856.05,1173.0,829856.05,1173.0,1447689.0,2252.0,1447689.0,2252.0,643317.0,866.0,643317.0,866.0,0.0,0.0,0.0,0.0,245543.0,346.0,245543.0,346.0,754320.0,1111.0,754320.0,1111.0,0.0,0.0,0.0,0.0,397774.0,520.0,397774.0,520.0,693369.0,1141.0,693369.0,1141.0,0.0,0.0,0.0,0.0,12593.45,144.0,12593.45,144.0,11968.45,138.0,11968.45,138.0,625.0,6.0,625.0,6.0,200.0,2.0,200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,200.0,2.0,625.0,6.0,625.0,6.0,0.0,0.0,0.0,0.0
GA12,2002,1636084.43,2918.0,1636084.43,2918.0,542919.43,1089.0,542919.43,1089.0,1093165.0,1829.0,1093165.0,1829.0,108355.0,181.0,108355.0,181.0,0.0,0.0,0.0,0.0,82355.0,150.0,82355.0,150.0,479220.0,739.0,479220.0,739.0,0.0,0.0,0.0,0.0,26000.0,31.0,26000.0,31.0,613945.0,1090.0,613945.0,1090.0,0.0,0.0,0.0,0.0,21229.27,216.0,21229.27,216.0,19534.27,195.0,19534.27,195.0,1695.0,21.0,1695.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,20.0,1543.0,20.0,0.0,0.0,0.0,0.0
GA13,2002,1818563.18,3335.0,1818563.18,3335.0,409154.18,808.0,409154.18,808.0,1409409.0,2527.0,1409409.0,2527.0,177792.0,318.0,177792.0,318.0,0.0,0.0,0.0,0.0,143715.0,249.0,143715.0,249.0,1345765.0,2417.0,1345765.0,2417.0,0.0,0.0,0.0,0.0,34077.0,69.0,34077.0,69.0,63644.0,110.0,63644.0,110.0,0.0,0.0,0.0,0.0,17685.39,203.0,17685.39,203.0,17685.39,203.0,17685.39,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA14,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU01,2002,276421.0,562.0,276421.0,562.0,224711.0,468.0,224711.0,468.0,51710.0,94.0,51710.0,94.0,52300.0,84.0,52300.0,84.0,0.0,0.0,0.0,0.0,1250.0,4.0,1250.0,4.0,32070.0,49.0,32070.0,49.0,0.0,0.0,0.0,0.0,51050.0,80.0,51050.0,80.0,19640.0,45.0,19640.0,45.0,0.0,0.0,0.0,0.0,13825.0,179.0,13825.0,179.0,13825.0,179.0,13825.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI01,2002,347161.0,685.0,347161.0,685.0,88986.0,191.0,88986.0,191.0,258175.0,494.0,258175.0,494.0,81736.0,112.0,81736.0,112.0,0.0,0.0,0.0,0.0,81736.0,112.0,81736.0,112.0,258175.0,494.0,258175.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5750.0,77.0,5750.0,77.0,5750.0,77.0,5750.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI02,2002,307129.28,568.0,165076.96,343.0,255389.28,455.0,113336.96,230.0,51740.0,113.0,51740.0,113.0,15850.0,26.0,7200.0,11.0,205901.0,297.0,80177.0,122.0,10900.0,17.0,2750.0,3.0,22441.0,50.0,22441.0,50.0,181501.0,271.0,70577.0,108.0,4950.0,9.0,4450.0,8.0,29299.0,63.0,29299.0,63.0,24400.0,26.0,9600.0,14.0,10677.16,95.0,8768.0,74.0,10677.16,95.0,8768.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
