district,cycle,real_data,territorial,cfscore_mean_prim_dem,cfscore_mean_prim_rep,cfscore_prim_abs_diff,cfscore_gen_dem,cfscore_gen_rep,cfscore_gen_abs_diff,cfscore_mean_contrib,cfscore_mean_contrib_dem,cfscore_mean_contrib_rep
OR05,2002,1.0,0,-0.725,1.3005,2.0255,,,,-0.15270704225352114,-0.5861532567049808,1.0507978723404257
OR05,2004,1.0,0,-0.9955,1.021,2.0164999999999997,,1.082,,0.07708097784568371,-0.6748320950965825,0.8727374213836478
OR06,1980,0.0,0,,,,,,,,,
OR06,1982,0.0,0,,,,,,,,,
OR06,1984,0.0,0,,,,,,,,,
OR06,1986,0.0,0,,,,,,,,,
OR06,1988,0.0,0,,,,,,,,,
OR06,1990,0.0,0,,,,,,,,,
OR06,1992,0.0,0,,,,,,,,,
OR06,1994,0.0,0,,,,,,,,,
OR06,1996,0.0,0,,,,,,,,,
OR06,1998,0.0,0,,,,,,,,,
OR06,2000,0.0,0,,,,,,,,,
OR06,2002,0.0,0,,,,,,,,,
OR06,2004,0.0,0,,,,,,,,,
PA01,1980,1.0,0,-0.8866666666666667,,,-0.502,0.845,1.347,-0.5284935064935066,-0.6438219178082192,0.47333333333333333
PA01,1982,1.0,0,-0.772,0.679,1.451,-0.522,,,-0.004817490494296579,-0.36283431952662726,0.6388510638297872
PA01,1984,1.0,0,-0.174,,,-0.583,0.679,1.262,-0.25700337837837833,-0.25768813559322035,-0.055
PA01,1986,1.0,0,-0.368,,,,,,-0.24607112970711298,-0.24607112970711298,
PA01,1988,1.0,0,-0.488,,,,,,-0.33880000000000005,-0.33880000000000005,
PA01,1990,1.0,0,-0.477,,,,0.907,,-0.32402542372881354,-0.32956170212765956,0.977
PA01,1992,1.0,0,-0.454,0.185,0.639,,,,-0.2396359223300971,-0.28747894736842106,0.3285
PA01,1994,1.0,0,0.09533333333333334,0.995,0.8996666666666666,,0.307,,-0.35895750708215296,-0.35895750708215296,
PA01,1996,1.0,0,-0.5365,,,,,,-0.3807690217391304,-0.3807690217391304,
PA01,1998,1.0,0,-0.9129999999999999,,,,-0.084,,-0.33871816283924844,-0.3454725738396624,
PA01,2000,1.0,0,1.269,,,-0.44,0.704,1.144,-0.33725210084033613,-0.34286440677966107,0.325
PA01,2002,1.0,0,-0.377,,,,,,-0.2409221183800623,-0.2409221183800623,
PA01,2004,1.0,0,-0.408,,,,,,-0.26448943661971835,-0.26448943661971835,
PA02,1980,1.0,0,,,,-0.688,,,-0.49345098039215685,-0.49345098039215685,
PA02,1982,1.0,0,-0.708,,,,1.001,,-0.21615873015873013,-0.4676538461538461,0.9727272727272728
PA02,1984,1.0,0,-0.625,0.997,1.6219999999999999,,,,-0.45752459016393443,-0.45752459016393443,
PA02,1986,1.0,0,-0.604,,,,,,-0.3607152777777778,-0.3607152777777778,
PA02,1988,1.0,0,-0.569,,,,,,-0.3659520547945206,-0.3659520547945206,
PA02,1990,1.0,0,,,,-0.569,,,-0.4023956834532374,-0.4023956834532374,
PA02,1992,1.0,0,-0.7316666666666668,0.128,0.8596666666666668,,,,-0.38295409429280397,-0.4811288888888889,0.12290839694656489
PA02,1994,1.0,0,-0.6425000000000001,0.823,1.4655,,-0.103,,-0.49507511737089205,-0.4992634069400631,0.03600000000000002
PA02,1996,1.0,0,-0.631,,,,,,-0.44701162790697674,-0.44701162790697674,
PA02,1998,1.0,0,-0.629,,,,,,-0.4552018348623853,-0.4552018348623853,
PA02,2000,1.0,0,-0.623,,,,,,-0.417527027027027,-0.417527027027027,
PA02,2002,1.0,0,-0.627,,,,,,-0.4146484848484849,-0.4146484848484849,
PA02,2004,1.0,0,,1.146,,,,,-0.3853023255813953,-0.5497435897435897,1.218
PA03,1980,1.0,0,0.87,,,-0.542,1.004,1.546,-0.13863829787234042,-0.1927111111111111,1.078
PA03,1982,1.0,0,-0.36,,,,0.455,,-0.13928695652173914,-0.4105329341317365,0.5797301587301588
PA03,1984,1.0,0,,0.209,,,,,0.20723809523809525,,0.20723809523809525
PA03,1986,1.0,0,-0.568,0.301,0.869,,,,0.11649107142857143,-0.2656140350877193,0.24691017964071857
PA03,1988,1.0,0,-0.562,,,,,,-0.25508888888888887,-0.25508888888888887,
PA03,1990,1.0,0,-0.469,0.383,0.852,,,,-0.06959668508287294,-0.2444782608695652,0.49165116279069765
PA03,1992,1.0,0,-0.454,0.611,1.065,,,,0.1296820809248555,-0.2694098360655738,0.5777423312883435
PA03,1994,1.0,0,,0.396,,-0.45,,,-0.06131512605042016,-0.26605844155844155,0.314047619047619
PA03,1996,1.0,0,-0.44,0.606,1.046,,,,0.06094339622641509,-0.22245,0.541271186440678
PA03,1998,1.0,0,-0.328,0.8554999999999999,1.1835,,,,0.10277712609970675,-0.18821860465116277,0.5993174603174602
PA03,2000,1.0,0,-0.396,0.748,1.1440000000000001,,,,0.03599033816425122,-0.1685723684210526,0.6013272727272727
PA03,2002,1.0,0,,0.11450000000000002,,,,,0.5844479768786127,,0.6479216867469879
PA03,2004,1.0,0,,0.747,,-1.009,,,0.5558679706601467,-0.7793599999999999,0.7418328690807799
PA04,1980,1.0,0,-0.4868333333333334,-1.038,0.5511666666666666,,0.733,,-0.0190438596491228,-0.2124940476190476,0.5226166666666667
PA04,1982,1.0,0,-0.794,1.194,1.988,-0.529,,,0.3178727272727273,-0.5483181818181818,0.8953333333333333
PA04,1984,1.0,0,-0.572,0.777,1.349,-0.576,,,-0.21905769230769231,-0.21905769230769231,
PA04,1986,1.0,0,,0.3805,,-0.499,0.613,1.112,0.5212,-0.19674999999999998,0.8957826086956521
PA04,1988,1.0,0,-0.522,,,,0.981,,0.40212499999999995,0.011599999999999989,1.053
PA04,1990,1.0,0,-0.429,,,,1.002,,0.1165,0.0688095238095238,1.118
PA04,1992,1.0,0,-0.27266666666666667,,,-0.411,1.117,1.528,-0.17213775510204085,-0.2083350785340314,1.2106
PA04,1994,1.0,0,-0.245,,,-0.577,1.147,1.724,-0.08062702702702704,-0.13339772727272728,0.9513333333333333
PA04,1996,1.0,0,,,,-0.291,,,-0.21890094339622643,-0.21890094339622643,
PA04,1998,1.0,0,-0.36,1.019,1.379,,,,0.30640318302387265,-0.11146717171717173,0.7686284916201117
PA04,2000,1.0,0,-0.331,1.0176666666666667,1.3486666666666667,,,,0.3068925049309665,-0.3634272300469483,0.7925323129251701
PA04,2002,1.0,0,-0.572,0.839,1.411,-0.924,,,0.6618665710186513,-0.4894333333333334,0.770309262166405
PA04,2004,1.0,0,-1.074,0.851,1.925,-0.453,,,0.7850515625,-0.22325,0.7913930817610062
PA05,1980,1.0,0,0.051,,,,,,0.70045,,0.70045
PA05,1982,1.0,0,,0.77,,-0.498,,,0.6745555555555556,-0.483,0.7076285714285714
PA05,1984,1.0,0,,0.713,,,,,0.6851891891891893,,0.6851891891891893
PA05,1986,1.0,0,-0.742,0.714,1.456,,,,0.4732264150943396,-0.743,0.6583043478260869
PA05,1988,1.0,0,,0.697,,-0.742,,,0.6381627906976743,-0.736,0.6708809523809524
PA05,1990,1.0,0,-0.892,,,,0.721,,0.6092105263157895,-0.746,0.7139948453608248
PA05,1992,1.0,0,-0.497,0.7835000000000001,1.2805,,,,0.6367189542483661,-0.3993157894736842,0.7836194029850746
PA05,1994,1.0,0,,0.87,,,,,0.8457777777777777,,0.8457777777777777
PA05,1996,1.0,0,-0.76,0.87725,1.6372499999999999,,0.58,,0.6457343049327354,-0.5959120879120879,0.7867952559300874
PA05,1998,1.0,0,,0.9,,,,,0.8752159090909092,,0.8752159090909092
PA05,2000,1.0,0,,0.881,,,,,0.8702411764705883,,0.8702411764705883
PA05,2002,1.0,0,,0.758,,,,,0.8221183431952662,,0.8221183431952662
PA05,2004,1.0,0,,0.919,,,,,0.868091891891892,,0.868091891891892
PA06,1980,1.0,0,,,,-0.417,,,-0.23220000000000002,-0.23220000000000002,
PA06,1982,1.0,0,-0.516,,,,,,-0.3907142857142857,-0.3907142857142857,
PA06,1984,1.0,0,-0.361,,,,,,-0.16358333333333333,-0.16358333333333333,
PA06,1986,1.0,0,,1.371,,-0.392,,,-0.13384615384615384,-0.25266666666666665,1.292
PA06,1988,1.0,0,-0.574,,,,,,-0.23811111111111113,-0.23811111111111113,
PA06,1990,1.0,0,-0.522,1.334,1.856,,,,0.17391666666666666,-0.24677272727272728,1.3308125
PA06,1992,1.0,0,-0.3646666666666667,0.862,1.2266666666666666,,,,0.47312742980561556,-0.12683941605839416,0.725260736196319
PA06,1994,1.0,0,-0.31,0.607,0.917,-0.281,1.199,1.48,0.351958217270195,-0.01087553648068669,1.0229126984126984
PA06,1996,1.0,0,,0.9406666666666667,,-0.327,,,0.5167826855123675,-0.04663636363636363,0.9721980830670927
PA06,1998,1.0,0,,0.791,,-0.297,,,0.305944,0.06267721518987342,0.7237282608695652
PA06,2000,1.0,0,-0.272,0.988,1.26,,,,0.1463783783783784,0.05758333333333334,0.8789374999999999
PA06,2002,1.0,0,-0.6699999999999999,0.825,1.4949999999999999,,,,-0.12751573849878933,-0.6039447047797564,0.7414581196581196
PA06,2004,1.0,0,-0.987,0.859,1.846,,,,0.017328786791098352,-0.7969548286604361,0.7134274300932091
PA07,1980,1.0,0,-0.782,,,,0.822,,0.4761714285714285,-0.7266799999999999,0.8520625000000001
PA07,1982,1.0,0,-0.77,1.054,1.824,,0.815,,0.6699333333333333,-0.7005789473684211,1.0366901408450704
PA07,1984,1.0,0,-0.759,0.8125,1.5715,,,,0.3574326923076923,-0.7106590909090909,0.6439939024390243
PA07,1986,1.0,0,-0.671,,,,0.686,,0.44762184873949584,-0.560375,0.6042038834951456
PA07,1988,1.0,0,-0.726,,,,0.495,,0.34454464285714287,-0.65788,0.6325977011494253
PA07,1990,1.0,0,-0.859,0.412,1.271,,,,0.28400607902735564,-0.6746849315068494,0.5573828125
PA07,1992,1.0,0,-0.901,,,-0.81,0.374,1.1840000000000002,-0.12090845070422536,-0.7542605633802817,0.512443661971831
PA07,1994,1.0,0,-0.675,0.1495,0.8245,-0.917,,,0.04552173913043479,-0.5686210526315789,0.47769629629629634
PA07,1996,1.0,0,-0.983,0.504,1.487,,,,0.412018927444795,-0.7711666666666667,0.48324749163879605
PA07,1998,1.0,0,,0.54,,-1.053,,,0.48214814814814816,-0.83575,0.58758
PA07,2000,1.0,0,,0.565,,-1.073,,,0.5144332129963899,-0.6593333333333333,0.5538507462686567
PA07,2002,1.0,0,,,,-1.099,,,0.5072995951417004,-0.6916666666666668,0.5220409836065574
PA07,2004,1.0,0,-0.808,,,-1.071,,,0.423984251968504,-0.9104705882352943,0.4863076923076923
PA08,1980,1.0,0,-0.594,0.7406666666666667,1.3346666666666667,,,,0.39312068965517244,-0.45548275862068965,0.8174224137931034
PA08,1982,1.0,0,,0.834,,,,,0.10673611111111111,-0.5236666666666666,0.7371388888888889
PA08,1984,1.0,0,-0.548,0.4035,0.9515,,,,0.17745491803278687,-0.419875,0.8365775862068966
PA08,1986,1.0,0,,0.837,,,,,0.22872906403940887,-0.44207142857142856,0.8548095238095239
PA08,1988,1.0,0,,0.28049999999999997,,-0.558,,,-0.0484359756097561,-0.36708294930875573,0.5269809523809523
PA08,1990,1.0,0,,0.161,,-0.565,,,-0.1556510067114094,-0.4269481268011528,0.7857500000000001
PA08,1992,1.0,0,,0.728,,-0.565,1.175,1.74,0.11432390510948905,-0.4389709302325582,0.6065655172413793
PA08,1994,1.0,0,-0.707,0.658,1.365,-0.84,,,0.5410125313283208,-0.5922142857142857,0.5822207792207792
PA08,1996,1.0,0,-0.699,0.8085,1.5074999999999998,,-0.551,,0.5333650793650794,-0.49533333333333335,0.5771394799054373
PA08,1998,1.0,0,-0.392,0.836,1.228,,,,0.4559596678529063,-0.2676774193548387,0.4835862068965517
PA08,2000,1.0,0,-0.971,1.089,2.06,-0.392,0.489,0.881,0.2868153638814016,-0.840375,0.4543235294117647
PA08,2002,1.0,0,,0.465,,-0.701,,,0.430679104477612,,0.430679104477612
PA08,2004,1.0,0,-0.969,0.5895,1.5585,,,,0.41763279607568327,-0.8592898550724637,0.5543397982932505
PA09,1980,1.0,0,,0.791,,,,,0.7022474226804123,,0.7022474226804123
PA09,1982,1.0,0,-0.214,0.719,0.9329999999999999,,,,0.7005689655172413,,0.7005689655172413
PA09,1984,1.0,0,0.21549999999999997,0.72,0.5045,,,,0.6497697368421053,-0.6449090909090909,0.75077304964539
PA09,1986,1.0,0,,0.518,,,,,0.6990277777777778,,0.6990277777777778
PA09,1988,1.0,0,,0.701,,,,,0.7131483516483517,,0.7131483516483517
PA09,1990,1.0,0,,0.639,,,,,0.6694975609756096,,0.6694975609756096
PA09,1992,1.0,0,,0.584,,,,,0.5881224489795919,,0.5881224489795919
PA09,1994,1.0,0,,0.672,,,,,0.6671823529411764,,0.6671823529411764
PA09,1996,1.0,0,-1.105,,,,0.647,,0.5680575163398693,-0.06066666666666665,0.5705328083989502
PA09,1998,1.0,0,-0.45,0.686,1.1360000000000001,,,,0.6252931216931218,-0.433,0.6264141949152543
PA09,2000,1.0,0,,0.594,,,,,0.6023020231213873,,0.6023020231213873
PA09,2002,1.0,0,,0.935,,-0.691,,,0.5729317406143345,-0.49336363636363634,0.7215019379844961
PA09,2004,1.0,0,,0.881,,,,,0.812475476839237,,0.812475476839237
PA10,1980,1.0,0,,,,,0.235,,0.3857333333333334,,0.3857333333333334
PA10,1982,1.0,0,,0.299,,-0.718,,,0.2649074074074074,-0.712,0.31233009708737863
PA10,1984,1.0,0,,0.257,,,,,0.3176349206349206,,0.3176349206349206
PA10,1986,1.0,0,,0.24,,,,,0.2927133333333334,,0.2927133333333334
PA10,1988,1.0,0,,0.226,,,,,0.3163046875,,0.3163046875
PA10,1990,1.0,0,,0.164,,-0.815,,,0.25235042735042734,-0.526,0.2590603448275862
PA10,1992,1.0,0,,,,,0.248,,0.26149180327868854,,0.26149180327868854
PA10,1994,1.0,0,,0.103,,-0.955,,,0.298,,0.298
PA10,1996,1.0,0,-1.066,0.434,1.5,,,,-0.025403225806451615,-0.6323630136986301,0.3657309417040359
PA10,1998,1.0,0,-0.762,0.31379999999999997,1.0758,,,,0.06959098228663448,-0.523474099099099,0.6129103092783506
PA10,2000,1.0,0,,0.573,,,0.508,,0.14486235489220567,-0.5434900584795322,0.762479538300105
PA10,2002,1.0,0,,0.762,,-0.743,,,0.799409594095941,,0.799409594095941
PA10,2004,1.0,0,-0.788,0.812,1.6,,,,0.8075008077544427,,0.8075008077544427
PA11,1980,1.0,0,-0.30166666666666664,,,,,,-0.13744444444444442,-0.3829375,0.8445277777777779
PA11,1982,1.0,0,-0.5213333333333333,1.061,1.5823333333333331,,0.761,,0.2767076923076923,-0.45,0.7458481012658228
PA11,1984,1.0,0,-0.5469999999999999,0.839,1.386,-0.934,,,0.24115000000000003,-0.2646521739130435,0.6720185185185186
PA11,1986,1.0,0,-0.262,0.711,0.973,-0.578,,,0.4964914285714286,-0.07153284671532847,0.6970567010309279
PA11,1988,1.0,0,,,,-0.352,0.8,1.1520000000000001,0.28897222222222224,0.15259259259259259,0.698111111111111
PA11,1990,1.0,0,-0.18,,,,,,-0.004851562500000005,-0.004851562500000005,
PA11,1992,1.0,0,-0.6519999999999999,1.216,1.8679999999999999,,0.852,,0.29092,0.04543859649122807,1.0682777777777777
PA11,1994,1.0,0,-0.283,,,,1.171,,-0.07530597014925373,-0.11036923076923078,1.06425
PA11,1996,1.0,0,,,,-0.268,-0.359,0.09099999999999997,-0.054991869918699185,-0.0648595041322314,0.542
PA11,1998,1.0,0,-0.305,0.644,0.9490000000000001,,,,-0.00895714285714286,-0.018594202898550728,0.656
PA11,2000,1.0,0,-0.14,,,,,,0.055999999999999994,0.055999999999999994,
PA11,2002,1.0,0,-0.364,0.882,1.246,,,,0.35365103189493435,-0.12537728937728937,0.8595581395348837
PA11,2004,1.0,0,-0.186,,,,,,-0.10094666666666666,-0.10528187919463088,
PA12,1980,1.0,0,-0.313,,,,,,-0.04302325581395349,-0.04302325581395349,
PA12,1982,1.0,0,-0.21150000000000002,0.925,1.1365,,,,0.18807272727272725,0.01706666666666666,0.9576
PA12,1984,1.0,0,,,,-0.154,,,0.04471875,0.04471875,
PA12,1986,1.0,0,,,,-0.243,,,0.040448275862068964,-0.007125000000000002,1.3725
PA12,1988,1.0,0,-0.322,,,,,,-0.04980952380952381,-0.04980952380952381,
PA12,1990,1.0,0,-0.20550000000000002,,,,,,0.12374143302180685,0.12374143302180685,
PA12,1992,1.0,0,-0.043,,,,,,0.17758823529411763,0.17758823529411763,
PA12,1994,1.0,0,,1.193,,0.008,,,0.16901489361702127,0.12564823008849557,1.258
PA12,1996,1.0,0,,,,-0.088,1.32,1.4080000000000001,0.15082857142857142,0.13200581395348837,1.2300000000000002
PA12,1998,1.0,0,-0.127,1.235,1.362,,,,0.20961071428571426,0.06640983606557377,1.1801944444444445
PA12,2000,1.0,0,-0.106,1.387,1.493,,,,0.13408225108225108,0.11795175438596492,1.36
PA12,2002,1.0,0,-0.077,1.419,1.496,,,,0.04260694444444445,0.03832543554006969,1.2714
PA12,2004,1.0,0,-0.115,,,,,,0.003517630465444288,0.003517630465444288,
PA13,1980,1.0,0,,0.826,,-0.395,,,0.73025,,0.73025
PA13,1982,1.0,0,-0.328,0.835,1.163,,,,0.6524117647058824,-0.0595,0.7473333333333333
PA13,1984,1.0,0,-0.822,0.746,1.568,,,,0.14441975308641974,-0.7063166666666666,0.6448529411764706
PA13,1986,1.0,0,-0.816,0.613,1.4289999999999998,,,,0.24319444444444446,-0.7113728813559321,0.6019171974522294
PA13,1988,1.0,0,,0.659,,,,,0.7273116883116884,,0.7273116883116884
PA13,1990,1.0,0,-0.755,0.697,1.452,,,,0.6377553956834532,-0.681,0.6473115942028985
PA13,1992,1.0,0,,0.8815,,-0.766,2.065,2.831,0.1655502762430939,-0.619336507936508,0.5846
PA13,1994,1.0,0,,0.8109999999999999,,-0.786,2.065,2.851,0.12038608695652174,-0.6162958860759493,0.5463540713632205
PA13,1996,1.0,0,-0.863,0.1275,0.9904999999999999,-0.771,,,0.1571228693181818,-0.6841940928270042,0.5840867237687366
PA13,1998,1.0,0,,0.61475,,,,,0.14931673640167362,-0.6841414701803051,0.5093666866387059
PA13,2000,1.0,0,-0.845,0.7290000000000001,1.574,,,,0.05285238784370477,-0.6686443113772454,0.539483844911147
PA13,2002,1.0,0,-0.5455,0.9416666666666668,1.4871666666666667,,,,-0.14606737825216812,-0.5675995694294941,0.5409561403508771
PA13,2004,1.0,0,-0.352,0.7353333333333333,1.0873333333333333,-0.969,,,-0.3598211525723118,-0.6533737136136429,0.5252606382978724
PA14,1980,1.0,0,-0.20450000000000002,1.049,1.2534999999999998,,,,0.08947252747252749,-0.032291139240506334,0.8910833333333334
PA14,1982,1.0,0,,,,-0.513,,,-0.029100000000000008,-0.029100000000000008,
PA14,1984,1.0,0,-0.467,,,,0.919,,0.24550000000000002,0.24550000000000002,
PA14,1986,1.0,0,-0.635,,,,,,-0.324,-0.324,
PA14,1988,1.0,0,,,,-0.528,,,-0.4485,-0.4485,
PA14,1990,1.0,0,-0.554,,,0.113,,,-0.5972500000000001,-0.5972500000000001,
PA14,1992,1.0,0,-0.3615,0.827,1.1885,,,,-0.020565217391304347,-0.2254351851851852,0.7169666666666666
PA14,1994,1.0,0,-0.44499999999999995,,,,1.212,,-0.10844,-0.18718085106382978,1.1251666666666666
PA14,1996,1.0,0,-0.264,0.981,1.245,-0.502,,,-0.023412796697626418,-0.16086971830985916,0.9775555555555556
PA14,1998,1.0,0,-0.495,0.928,1.423,,,,0.43868318965517245,-0.314969387755102,0.9898619402985075
PA14,2000,1.0,0,-0.341,,,,,,-0.029000000000000005,-0.029000000000000005,
PA14,2002,1.0,0,-0.371,0.795,1.166,,,,-0.15767527675276752,-0.16061481481481482,0.636
PA14,2004,1.0,0,-0.317,1.122,1.439,,,,-0.1472689075630252,-0.1957117903930131,1.0853333333333335
PA15,1980,1.0,0,-0.50725,1.037,1.54425,,,,0.3751604938271605,-0.39059722222222226,0.9877666666666667
PA15,1982,1.0,0,-0.987,1.036,2.023,,,,0.9253846153846153,-0.907,0.9736052631578948
PA15,1984,1.0,0,-0.7035,1.078,1.7815,-0.896,,,0.5373794871794871,-0.543462962962963,0.9513191489361702
PA15,1986,1.0,0,,,,-0.8,0.985,1.7850000000000001,0.9346263736263737,,0.9346263736263737
PA15,1988,1.0,0,-0.767,,,,1.01,,0.3702336065573771,-0.3461801801801802,0.9681428571428572
PA15,1990,1.0,0,-0.967,1.015,1.9819999999999998,-0.476,,,0.8887213622291023,-0.8009285714285715,0.9652750809061488
PA15,1992,1.0,0,-0.69,0.979,1.669,,,,0.6789872340425531,-0.4248125,0.9054076923076922
PA15,1994,1.0,0,-0.541,1.081,1.6219999999999999,,,,0.5052222222222222,-0.17757627118644068,1.0116870229007635
PA15,1996,1.0,0,-0.498,0.98025,1.47825,,,,0.7238768898488122,-0.18158415841584158,0.9882151162790699
PA15,1998,1.0,0,-0.6070000000000001,0.9772000000000001,1.5842,,,,0.5871220020855057,-0.43810344827586206,0.9142916093535075
PA15,2000,1.0,0,-0.724,1.125,1.849,,,,0.3354492307692308,-0.5783183520599251,0.972462140992167
PA15,2002,1.0,0,-0.757,1.11,1.867,,,,0.4654531059683313,-0.6139243027888446,0.940757894736842
PA15,2004,1.0,0,-0.46599999999999997,1.159,1.625,,,,0.24188441019561352,-0.3659709962168978,0.7810671140939597
PA16,1980,1.0,0,-0.308,1.015,1.323,,,,1.01,,1.01
PA16,1982,1.0,0,-0.778,1.104,1.8820000000000001,,,,-0.06625000000000003,-0.8385,0.706
PA16,1984,1.0,0,,1.018,,-0.083,,,0.9578333333333333,,0.9578333333333333
PA16,1986,1.0,0,,,,,1.21,,1.1014074074074074,,1.1014074074074074
PA16,1988,1.0,0,,1.223,,,,,1.1445142857142858,,1.1445142857142858
PA16,1990,1.0,0,,1.206,,,,,1.138906976744186,,1.138906976744186
PA16,1992,1.0,0,,1.115,,-0.936,,,1.041591836734694,,1.041591836734694
PA16,1994,1.0,0,-0.755,1.122,1.8770000000000002,,,,0.6372027027027027,-0.5856060606060606,0.988095652173913
PA16,1996,1.0,0,-0.376,1.0635000000000001,1.4395000000000002,,,,0.5760436681222707,-0.3267305699481865,0.8170331950207469
PA16,1998,1.0,0,-0.502,1.005,1.507,,,,0.9997035573122529,-0.232,1.0045912698412698
PA16,2000,1.0,0,-0.48,1.192,1.672,,,,1.0148743455497382,-0.232,1.021436842105263
PA16,2002,1.0,0,-0.421,1.22,1.641,,,,1.0695317919075145,-0.559,1.079
PA16,2004,1.0,0,-0.988,,,,,,0.6699650655021834,-0.8719523809523809,1.0162780748663103
PA17,1980,1.0,0,-0.394,,,,1.096,,0.18119354838709678,-0.13691304347826086,1.09575
PA17,1982,1.0,0,-0.020999999999999963,1.1549999999999998,1.1759999999999997,,,,0.39137500000000003,-0.44559999999999994,0.9892142857142857
PA17,1984,1.0,0,-0.6635,,,-0.744,0.786,1.53,0.7018648648648649,-0.2495,0.8171818181818182
PA17,1986,1.0,0,,0.767,,-0.841,,,0.8393898305084746,,0.8393898305084746
PA17,1988,1.0,0,,0.698,,,,,0.779,,0.779
PA17,1990,1.0,0,,0.631,,,,,0.6332666666666668,,0.6332666666666668
PA17,1992,1.0,0,-0.642,0.592,1.234,,,,0.49696428571428575,-0.19142857142857145,0.7264285714285714
PA17,1994,1.0,0,,0.522,,-0.747,,,0.386125,-0.8115,0.5572142857142858
PA17,1996,1.0,0,,0.413,,,,,0.59975,,0.59975
PA17,1998,1.0,0,,0.641,,,,,0.8049999999999999,,0.8049999999999999
PA17,2000,1.0,0,-0.71,,,,0.912,,0.23786666666666667,-0.6544705882352941,0.7796428571428571
PA17,2002,1.0,0,-0.454,0.966,1.42,,,,0.06536117556071153,-0.23576068376068376,0.854857142857143
PA17,2004,1.0,0,,0.9299999999999999,,-0.327,1.158,1.4849999999999999,0.5187992100065834,-0.08974048442906574,0.8925887353878853
PA18,1980,1.0,0,-0.433,1.173,1.606,,1.027,,-0.04563076923076922,-0.21332142857142858,0.9977777777777779
PA18,1982,1.0,0,-0.747,0.987,1.734,,,,0.4918888888888888,-0.2561428571428571,0.9679090909090908
PA18,1984,1.0,0,,,,-0.712,0.921,1.633,-0.01935294117647058,-0.054625,0.545
PA18,1986,1.0,0,-0.616,1.113,1.729,,1.233,,0.5051686746987952,-0.22749999999999998,0.9198867924528302
PA18,1988,1.0,0,-0.619,1.123,1.742,,,,0.2736190476190476,-0.37366666666666665,1.1366666666666667
PA18,1990,1.0,0,-0.5,0.917,1.417,,,,0.6198600583090379,-0.25168235294117647,0.9069961240310077
PA18,1992,1.0,0,-0.19933333333333333,0.863,1.0623333333333334,-1.006,,,0.5302065378900446,-0.12418875502008032,0.9145094339622641
PA18,1994,1.0,0,-0.253,0.718,0.971,-0.474,0.86,1.334,0.1371774193548387,-0.18125316455696203,0.6962
PA18,1996,1.0,0,0.05,0.683,0.633,-0.287,0.425,0.712,0.24128381374722838,-0.16340284360189575,0.5970708333333333
PA18,1998,1.0,0,0.14049999999999999,1.077,0.9365,,,,0.11509642857142856,-0.14562844036697248,1.0318387096774193
PA18,2000,1.0,0,-0.358,,,,0.947,,-0.055299401197604785,-0.12523076923076923,0.9364545454545454
PA18,2002,1.0,0,-0.41900000000000004,0.764,1.183,,,,0.5193098591549296,-0.22867045454545457,0.6802444987775061
PA18,2004,1.0,0,-0.808,,,,,,0.5105290806754221,-0.5917741935483872,0.5785996015936254
PA19,1980,1.0,0,,,,0.673,,,0.8943636363636362,0.84,0.9254285714285714
PA19,1982,1.0,0,-0.695,1.011,1.706,,,,-0.5004444444444444,-0.6675,0.836
PA19,1984,1.0,0,,0.963,,-0.656,,,-0.040500000000000036,-0.647,0.566
PA19,1986,1.0,0,-0.652,1.05,1.702,,,,,,
PA19,1988,1.0,0,-0.652,-0.586,0.06600000000000006,,,,-0.696,-0.643,-0.749
PA19,1990,1.0,0,,0.836,,,,,0.8642272727272726,,0.8642272727272726
PA19,1992,1.0,0,-0.648,0.981,1.629,,,,0.6856877637130802,-0.5211351351351351,0.829015037593985
PA19,1994,1.0,0,,0.998,,,,,0.9479444444444444,,0.9479444444444444
PA19,1996,1.0,0,-0.716,1.0565,1.7725,,,,0.7584661016949152,-0.7103529411764706,0.8724840182648401
PA19,1998,1.0,0,,1.0514999999999999,,-0.847,,,0.8477022332506204,-0.6106666666666667,0.8722005141388175
PA19,2000,1.0,0,-0.9359999999999999,0.9053333333333334,1.8413333333333335,,,,0.7916066252587992,-0.85068,0.8352380446333687
PA19,2002,1.0,0,-0.961,1.0105,1.9714999999999998,,,,0.8065802047781571,,0.8065802047781571
PA19,2004,1.0,0,-1.399,,,,0.695,,0.7651269035532995,-1.2303333333333333,0.7959845360824742
PA20,1980,1.0,0,-0.493,,,,,,-0.2607142857142857,-0.2607142857142857,
PA20,1982,1.0,0,-0.534,,,,,,-0.12513333333333335,-0.12513333333333335,
PA20,1984,1.0,0,-0.457,,,,,,-0.01835714285714286,-0.01835714285714286,
PA20,1986,1.0,0,,,,-0.511,,,-0.18208695652173912,-0.18208695652173912,
PA20,1988,1.0,0,-0.586,,,,,,-0.41180000000000005,-0.41180000000000005,
PA20,1990,1.0,0,-0.454,,,,,,0.058555555555555555,0.058555555555555555,
PA20,1992,1.0,0,-0.3555,0.963,1.3185,,,,-0.026125,-0.13759426229508198,0.7293888888888889
PA20,1994,1.0,0,-0.5695,0.911,1.4805000000000001,,,,0.45293600000000006,-0.07337091988130563,1.0687881944444446
PA20,1996,1.0,0,,0.6715,,-0.319,,,0.7105875,0.01263768115942029,1.078209923664122
