district,cycle,real_data,territorial,cfscore_mean_prim_dem,cfscore_mean_prim_rep,cfscore_prim_abs_diff,cfscore_gen_dem,cfscore_gen_rep,cfscore_gen_abs_diff,cfscore_mean_contrib,cfscore_mean_contrib_dem,cfscore_mean_contrib_rep
FL20,1994,1.0,0,-0.254,0.728,0.982,,,,-0.04874484944532488,-0.11770984455958548,0.7191538461538461
FL20,1996,1.0,0,-0.211,1.319,1.53,,,,-0.0601214953271028,-0.08759936406995229,1.2693846153846153
FL20,1998,1.0,0,-0.2,,,,,,-0.07142339832869081,-0.07142339832869081,
FL20,2000,1.0,0,-0.2435,,,,,,-0.0927311475409836,-0.0927311475409836,
FL20,2002,1.0,0,-0.298,,,,,,-0.13060884353741498,-0.13060884353741498,
FL20,2004,1.0,0,-0.321,0.627,0.948,,,,-0.2505233990147783,-0.2697191435768262,0.5962222222222222
FL21,1980,0.0,0,,,,,,,,,
FL21,1982,0.0,0,,,,,,,,,
FL21,1984,0.0,0,,,,,,,,,
FL21,1986,0.0,0,,,,,,,,,
FL21,1988,0.0,0,,,,,,,,,
FL21,1990,0.0,0,,,,,,,,,
FL21,1992,1.0,0,,0.445,,,,,0.4441548117154812,,0.4441548117154812
FL21,1994,1.0,0,,,,,0.257,,0.4456555555555555,,0.4456555555555555
FL21,1996,1.0,0,,0.267,,,,,0.41964285714285715,,0.41964285714285715
FL21,1998,1.0,0,,0.279,,-0.812,,,0.307,-0.6953571428571428,0.4005533333333333
FL21,2000,1.0,0,-0.812,0.351,1.163,,,,0.46474007220216607,,0.46474007220216607
FL21,2002,1.0,0,,0.419,,,,,0.4802444444444445,,0.4802444444444445
FL21,2004,1.0,0,,0.463,,,,,0.4659455782312925,,0.44633333333333336
FL22,1980,0.0,0,,,,,,,,,
FL22,1982,0.0,0,,,,,,,,,
FL22,1984,0.0,0,,,,,,,,,
FL22,1986,0.0,0,,,,,,,,,
FL22,1988,0.0,0,,,,,,,,,
FL22,1990,0.0,0,,,,,,,,,
FL22,1992,1.0,0,-0.386,,,,0.681,,0.34339010356731875,-0.05972470588235294,0.74105
FL22,1994,1.0,0,-0.537,,,,0.716,,0.4966819620253165,-0.08115736040609137,0.7583701149425288
FL22,1996,1.0,0,-0.636,0.678,1.314,,,,0.5618740359897172,-0.5696326530612245,0.7249441176470588
FL22,1998,1.0,0,,0.543,,,,,0.6303100436681223,,0.6303100436681223
FL22,2000,1.0,0,-0.484,0.754,1.238,,,,0.10756845513413506,-0.3351090909090909,0.7318573021181717
FL22,2002,1.0,0,-0.595,0.836,1.431,,,,0.3177726708074534,-0.2842997159090909,0.7877436464088398
FL22,2004,1.0,0,-0.885,,,-0.821,0.835,1.656,0.02879356060606061,-0.8088616600790514,0.7820335820895523
FL23,1980,0.0,0,,,,,,,,,
FL23,1982,0.0,0,,,,,,,,,
FL23,1984,0.0,0,,,,,,,,,
FL23,1986,0.0,0,,,,,,,,,
FL23,1988,0.0,0,,,,,,,,,
FL23,1990,0.0,0,,,,,,,,,
FL23,1992,1.0,0,-0.44125000000000003,0.46,0.9012500000000001,-0.565,,,-0.3775758754863813,-0.4018997995991984,0.43160000000000004
FL23,1994,1.0,0,-0.896,,,-0.149,,,-0.07785826771653542,-0.07785826771653542,
FL23,1996,1.0,0,-0.338,1.213,1.5510000000000002,,,,-0.17946060606060604,-0.19753987730061348,1.294
FL23,1998,1.0,0,-0.208,,,,,,-0.14441538461538458,-0.14441538461538458,
FL23,2000,1.0,0,-0.215,,,,,,-0.12931638418079094,-0.12931638418079094,
FL23,2002,1.0,0,-0.365,,,,,,-0.26002884615384614,-0.26002884615384614,
FL23,2004,1.0,0,-0.324,1.231,1.5550000000000002,,,,-0.18430368098159508,-0.20235093167701862,1.2685
FL24,1980,0.0,0,,,,,,,,,
FL24,1982,0.0,0,,,,,,,,,
FL24,1984,0.0,0,,,,,,,,,
FL24,1986,0.0,0,,,,,,,,,
FL24,1988,0.0,0,,,,,,,,,
FL24,1990,0.0,0,,,,,,,,,
FL24,1992,0.0,0,,,,,,,,,
FL24,1994,0.0,0,,,,,,,,,
FL24,1996,0.0,0,,,,,,,,,
FL24,1998,0.0,0,,,,,,,,,
FL24,2000,0.0,0,,,,,,,,,
FL24,2002,1.0,0,-0.536,0.9185000000000001,1.4545000000000001,,,,0.6168162992651971,-0.31024929178470256,0.9028776223776224
FL24,2004,1.0,0,,,,,1.034,,0.9314333333333333,,0.9314333333333333
FL25,1980,0.0,0,,,,,,,,,
FL25,1982,0.0,0,,,,,,,,,
FL25,1984,0.0,0,,,,,,,,,
FL25,1986,0.0,0,,,,,,,,,
FL25,1988,0.0,0,,,,,,,,,
FL25,1990,0.0,0,,,,,,,,,
FL25,1992,0.0,0,,,,,,,,,
FL25,1994,0.0,0,,,,,,,,,
FL25,1996,0.0,0,,,,,,,,,
FL25,1998,0.0,0,,,,,,,,,
FL25,2000,0.0,0,,,,,,,,,
FL25,2002,1.0,0,-0.472,0.554,1.026,,,,0.4244663043478261,-0.3502822580645161,0.5451557788944724
FL25,2004,1.0,0,,,,-0.998,0.468,1.466,0.4417241379310345,-0.508,0.44642574257425743
FL26,1980,0.0,0,,,,,,,,,
FL26,1982,0.0,0,,,,,,,,,
FL26,1984,0.0,0,,,,,,,,,
FL26,1986,0.0,0,,,,,,,,,
FL26,1988,0.0,0,,,,,,,,,
FL26,1990,0.0,0,,,,,,,,,
FL26,1992,0.0,0,,,,,,,,,
FL26,1994,0.0,0,,,,,,,,,
FL26,1996,0.0,0,,,,,,,,,
FL26,1998,0.0,0,,,,,,,,,
FL26,2000,0.0,0,,,,,,,,,
FL26,2002,0.0,0,,,,,,,,,
FL26,2004,0.0,0,,,,,,,,,
FL27,1980,0.0,0,,,,,,,,,
FL27,1982,0.0,0,,,,,,,,,
FL27,1984,0.0,0,,,,,,,,,
FL27,1986,0.0,0,,,,,,,,,
FL27,1988,0.0,0,,,,,,,,,
FL27,1990,0.0,0,,,,,,,,,
FL27,1992,0.0,0,,,,,,,,,
FL27,1994,0.0,0,,,,,,,,,
FL27,1996,0.0,0,,,,,,,,,
FL27,1998,0.0,0,,,,,,,,,
FL27,2000,0.0,0,,,,,,,,,
FL27,2002,0.0,0,,,,,,,,,
FL27,2004,0.0,0,,,,,,,,,
FL28,1980,0.0,0,,,,,,,,,
FL28,1982,0.0,0,,,,,,,,,
FL28,1984,0.0,0,,,,,,,,,
FL28,1986,0.0,0,,,,,,,,,
FL28,1988,0.0,0,,,,,,,,,
FL28,1990,0.0,0,,,,,,,,,
FL28,1992,0.0,0,,,,,,,,,
FL28,1994,0.0,0,,,,,,,,,
FL28,1996,0.0,0,,,,,,,,,
FL28,1998,0.0,0,,,,,,,,,
FL28,2000,0.0,0,,,,,,,,,
FL28,2002,0.0,0,,,,,,,,,
FL28,2004,0.0,0,,,,,,,,,
GA01,1980,1.0,0,-0.414,,,,,,0.46466666666666673,0.46466666666666673,
GA01,1982,1.0,0,0.08059999999999999,0.7769999999999999,0.6963999999999999,0.381,,,0.5401821862348178,0.40510059171597634,0.8328589743589743
GA01,1984,1.0,0,0.207,1.094,0.8870000000000001,0.288,,,0.5985348837209302,0.5827179487179487,0.75275
GA01,1986,1.0,0,0.036,,,,,,0.5922631578947368,0.5922631578947368,
GA01,1988,1.0,0,0.023,1.044,1.0210000000000001,,,,0.62105,0.4718666666666667,1.0686
GA01,1990,1.0,0,,1.476,,0.238,,,0.505313725490196,0.48929,1.3065
GA01,1992,1.0,0,0.304,1.296,0.992,,,,0.8044962121212121,0.4631820330969267,1.1957588075880758
GA01,1994,1.0,0,1.106,,,-0.539,1.23,1.7690000000000001,1.163484429065744,0.458,1.1684006968641116
GA01,1996,1.0,0,,1.191,,-0.746,,,1.1022739018087855,-0.6336666666666667,1.1158359375
GA01,1998,1.0,0,,1.243,,,,,1.0967798742138366,,1.0967798742138366
GA01,2000,1.0,0,-0.23,1.165,1.395,,,,1.0559986263736265,-0.1791,1.1090830945558738
GA01,2002,1.0,0,-0.664,1.2,1.8639999999999999,,,,1.0987617107942973,-0.332,1.1134814814814815
GA01,2004,1.0,0,,1.1,,,,,1.0646323024054982,,1.0646323024054982
GA02,1980,1.0,0,0.9811666666666667,1.15,0.16883333333333317,,,,0.7043636363636364,0.6994864864864865,1.1555
GA02,1982,1.0,0,0.442,1.15,0.708,,,,0.5093292682926829,0.517320987654321,-0.138
GA02,1984,1.0,0,-0.32,,,,,,0.52,0.52,
GA02,1986,1.0,0,-0.242,,,,,,0.5469166666666666,0.5469166666666666,
GA02,1988,1.0,0,0.293,1.606,1.3130000000000002,,,,0.9626105263157894,0.62494,1.3378
GA02,1990,1.0,0,0.243,,,,,,0.4086911764705882,0.4086911764705882,
GA02,1992,1.0,0,-0.08733333333333333,1.3243333333333334,1.4116666666666666,0.852,,,0.4649701086956522,0.25948601398601395,1.1816585365853658
GA02,1994,1.0,0,0.82,0.262,0.5579999999999999,0.084,,,0.4128012820512821,0.4128012820512821,
GA02,1996,1.0,0,0.21450000000000002,1.1935,0.979,0.852,,,0.682225035161744,0.23907377049180328,1.1523507246376812
GA02,1998,1.0,0,-0.1,1.105,1.205,,1.758,,0.7133149171270717,0.1737950530035336,0.9587877813504823
GA02,2000,1.0,0,-0.099,1.124,1.223,,,,0.5130918854415274,-0.008769886363636358,0.8910658436213992
GA02,2002,1.0,0,-0.222,,,,,,-0.09060747663551401,-0.09060747663551401,
GA02,2004,1.0,0,0.176,1.145,0.9690000000000001,,,,0.07393529411764706,0.008529595015576331,1.1789473684210525
GA03,1980,1.0,0,0.692,,,,,,0.8846,0.8846,
GA03,1982,1.0,0,,1.114,,0.495,,,0.8343771929824562,0.6201864406779661,1.0641454545454545
GA03,1984,1.0,0,0.7985,,,,,,0.7709016393442623,0.7709016393442623,
GA03,1986,1.0,0,0.386,,,,,,0.5570909090909091,0.5570909090909091,
GA03,1988,1.0,0,0.352,,,,,,0.7483529411764706,0.7483529411764706,
GA03,1990,1.0,0,0.644,1.328,0.684,,,,0.8163514851485149,0.6902085889570552,1.3435641025641025
GA03,1992,1.0,0,0.6785,1.1885,0.5099999999999999,-0.597,,,0.7035357142857143,0.3962431610942249,1.2812457142857143
GA03,1994,1.0,0,0.18850000000000003,,,-0.698,1.077,1.775,0.4923289719626168,0.060321428571428574,1.221748743718593
GA03,1996,1.0,0,-0.255,1.036,1.291,,,,0.8326232394366198,-0.10261038961038962,1.180512077294686
GA03,1998,1.0,0,-0.255,,,,0.835,,1.143392405063291,-0.41100000000000003,1.1837662337662338
GA03,2000,1.0,0,-0.483,0.937,1.42,,,,1.177867816091954,-0.467,1.1969941860465116
GA03,2002,1.0,0,-0.399,1.33,1.729,,,,0.7471736559139784,0.1758586956521739,1.2055542635658916
GA03,2004,1.0,0,-0.143,1.388,1.531,,,,0.7546186440677966,0.04224343675417661,1.2188258164852255
GA04,1980,1.0,0,-0.163,1.378,1.541,,,,0.48517073170731706,-0.05804166666666665,1.2520588235294117
GA04,1982,1.0,0,,1.194,,-0.25,0.444,0.694,0.8535844155844156,0.021,1.1866181818181818
GA04,1984,1.0,0,-0.201,1.258,1.459,,,,0.8676687116564418,0.06420000000000001,1.2231858407079645
GA04,1986,1.0,0,-0.784,1.152,1.936,-0.279,,,1.034852140077821,-0.47270588235294114,1.1416375
GA04,1988,1.0,0,-0.09599999999999997,1.242,1.338,,,,0.4021194690265487,-0.09335036496350363,1.164808988764045
GA04,1990,1.0,0,,1.456,,-0.578,,,0.6809668049792531,-0.344644578313253,1.219737341772152
GA04,1992,1.0,0,-0.23950000000000002,0.949,1.1885,,1.368,,0.4089949899799599,-0.1767064393939394,1.0669744680851063
GA04,1994,1.0,0,0.04149999999999998,1.299,1.2574999999999998,-0.249,1.329,1.5779999999999998,0.4352244556113903,-0.050106017191977076,1.1182096774193548
GA04,1996,1.0,0,-0.10866666666666668,1.118,1.2266666666666668,-0.789,,,-0.08041091492776885,-0.2684238143289606,0.6502588235294118
GA04,1998,1.0,0,-0.7,1.366,2.066,,1.07,,-0.18542471042471043,-0.6207222222222223,1.2275081967213115
GA04,2000,1.0,0,-0.664,1.324,1.988,,,,-0.08028954423592492,-0.6878464566929133,1.216512605042017
GA04,2002,1.0,0,-0.424,0.54,0.964,,1.18,,-0.3192192642787996,-0.3319394387001477,0.41891428571428574
GA04,2004,1.0,0,-0.39540000000000003,1.3445,1.7399,,,,-0.29854142739950784,-0.3161064006650042,1.022125
GA05,1980,1.0,0,,1.265,,-0.195,,,0.29185185185185186,-0.06695,1.317
GA05,1982,1.0,0,-0.153,1.115,1.268,,,,0.06913793103448275,0.021436363636363632,0.9436666666666667
GA05,1984,1.0,0,1.062,,,-0.271,,,0.08303448275862069,0.09384883720930232,
GA05,1986,1.0,0,-0.36524999999999996,1.403,1.76825,,,,-0.20368358208955223,-0.30787261146496814,1.3541904761904762
GA05,1988,1.0,0,-0.327,,,,,,-0.487,-0.487,
GA05,1990,1.0,0,-0.199,,,,,,-0.4393445945945946,-0.4393445945945946,
GA05,1992,1.0,0,-0.5265,1.302,1.8285,-0.238,,,0.008647058823529421,-0.4445753424657534,1.1495172413793102
GA05,1994,1.0,0,-0.837,1.411,2.248,-0.16,,,0.01290476190476191,-0.46275641025641023,1.387037037037037
GA05,1996,1.0,0,-0.29,,,,1.635,,-0.5909846153846154,-0.6572222222222223,1.4955
GA05,1998,1.0,0,,-0.887,,-0.241,,,-0.2869259259259259,-0.26384615384615384,-0.887
GA05,2000,1.0,0,-0.235,0.21099999999999997,0.44599999999999995,,,,-0.40021551724137927,-0.48435,1.14225
GA05,2002,1.0,0,-0.244,,,,,,-0.35404545454545455,-0.35404545454545455,
GA05,2004,1.0,0,-0.169,,,,,,-0.4370851063829787,-0.4370851063829787,
GA06,1980,1.0,0,-0.1985,0.735,0.9335,-0.147,,,0.8247241379310345,0.04762962962962963,1.0604719101123596
GA06,1982,1.0,0,-0.635,,,,0.968,,0.9110434782608696,-0.2560909090909091,1.0695432098765432
GA06,1984,1.0,0,,1.054,,-0.609,,,1.131081081081081,-0.598,1.1628073394495413
GA06,1986,1.0,0,-0.375,0.983,1.358,,,,0.56225,-0.2277142857142857,1.050169117647059
GA06,1988,1.0,0,-0.701,1.109,1.81,,,,0.8416095238095238,-0.35138095238095235,1.139857142857143
GA06,1990,1.0,0,-0.409,,,,1.051,,0.8574169054441261,-0.30765486725663715,1.0824649572649572
GA06,1992,1.0,0,-0.017500000000000016,-0.088,0.07049999999999998,,1.06,,0.8770416156670747,-0.07009649122807018,1.0306315789473683
GA06,1994,1.0,0,-0.4575,1.347,1.8045,,0.967,,0.7737587301587302,-0.6013742690058479,1.0775671834625324
GA06,1996,1.0,0,-0.8799999999999999,0.987,1.867,-1.007,,,0.8848432351472791,-0.3051198347107438,1.0483702441794436
GA06,1998,1.0,0,,1.3185,,-0.426,,,1.1871182978723405,-0.549,1.1906860068259384
GA06,2000,1.0,0,-0.788,-0.384,0.404,,,,0.9777607192254494,-0.5997894736842105,1.0040987917555082
GA06,2002,1.0,0,,1.1,,,,,1.0648574040219378,,1.0648574040219378
GA06,2004,1.0,0,,1.3025,,,1.214,,1.0526145104895106,,1.0526145104895106
GA07,1980,1.0,0,1.031,,,,0.857,,1.0948131868131867,1.0948131868131867,
GA07,1982,1.0,0,1.012,0.9145,0.09750000000000003,,,,1.0220764331210193,1.0942023809523809,0.9390821917808219
GA07,1984,1.0,0,0.31,,,-0.55,1.24,1.79,0.28514925373134326,0.09893333333333332,1.138638888888889
GA07,1986,1.0,0,,1.356,,0.037,,,0.8357476190476191,0.34137735849056605,1.339625
GA07,1988,1.0,0,0.322,1.265,0.9429999999999998,,,,0.5671452991452991,0.5248828828828829,1.349
GA07,1990,1.0,0,0.28,1.755,1.4749999999999999,,,,0.5012590909090909,0.44813333333333333,1.6169
GA07,1992,1.0,0,0.139,1.264,1.125,,,,0.6871611374407584,0.4273661971830986,1.2218115942028986
GA07,1994,1.0,0,0.025,1.1680000000000001,1.1430000000000002,,,,0.8708169556840077,0.27911002444987776,1.2555675675675675
GA07,1996,1.0,0,0.06,1.36,1.3,,,,0.9648850889192887,0.3008755760368664,1.245215953307393
GA07,1998,1.0,0,-1.109,1.369,2.4779999999999998,0.06,,,1.2119152542372882,-0.825,1.2157584905660377
GA07,2000,1.0,0,-0.6083333333333334,1.362,1.9703333333333335,,,,0.7667242236024844,0.05727046783625731,1.2907699784017277
GA07,2002,1.0,0,,1.324,,-0.686,,,1.239520018198362,,1.239520018198362
GA07,2004,1.0,0,,1.26,,,,,1.1215078125,,1.1215078125
GA08,1980,1.0,0,0.347,,,,0.761,,0.5667368421052632,0.537611111111111,1.091
GA08,1982,1.0,0,0.452,,,,,,0.5558709677419355,0.5558709677419355,
GA08,1984,1.0,0,0.092,,,,,,0.46875,0.46875,
GA08,1986,1.0,0,,,,-0.099,,,0.5343333333333333,0.5343333333333333,
GA08,1988,1.0,0,0.5505,,,,,,0.7414736842105263,0.7414736842105263,
GA08,1990,1.0,0,0.55,1.422,0.8719999999999999,,,,0.9843179190751445,0.71799,1.349150684931507
GA08,1992,1.0,0,0.1185,1.3595000000000002,1.241,,,,0.9980573248407643,0.571712,1.280031746031746
GA08,1994,1.0,0,0.375875,1.307,0.931125,,1.288,,0.8733825136612021,0.5518700440528634,1.1900130151843817
GA08,1996,1.0,0,-0.552,1.275,1.827,,,,0.9323754716981132,-0.2511219512195122,1.1489977678571428
GA08,1998,1.0,0,,1.232,,,,,1.1162456140350878,,1.1162456140350878
GA08,2000,1.0,0,-0.433,1.256,1.689,,,,0.7217074074074074,-0.11493235831809873,1.148214352283318
GA08,2002,1.0,0,,0.953,,,,,1.2707327188940094,,1.2707327188940094
GA08,2004,1.0,0,-0.697,1.4316666666666666,2.1286666666666667,,,,1.0643992654774397,-0.6038333333333333,1.0696673684210527
GA09,1980,1.0,0,0.354,,,,,,0.4932083333333333,0.4932083333333333,
GA09,1982,1.0,0,0.361,1.154,0.7929999999999999,,,,0.608,0.4995357142857143,1.2154
GA09,1984,1.0,0,0.215,0.689,0.474,,,,0.5622692307692307,0.43406666666666666,0.7370909090909091
GA09,1986,1.0,0,0.083,,,,,,0.3169736842105263,0.3169736842105263,
GA09,1988,1.0,0,0.221,1.5225,1.3014999999999999,,,,0.9600808080808081,0.455,1.4754693877551022
GA09,1990,1.0,0,0.172,1.361,1.189,,,,1.2123658536585367,0.33261111111111114,1.3631809523809522
GA09,1992,1.0,0,0.63,1.4100000000000001,0.7800000000000001,0.904,1.508,0.604,1.108621794871795,0.96336,1.5394830508474575
GA09,1994,1.0,0,0.224,1.21,0.986,0.899,,,1.0639083333333332,1.0449234449760767,1.1919032258064515
GA09,1996,1.0,0,-0.3255,1.3493333333333333,1.6748333333333334,,,,0.4867465224111283,-0.19633865814696486,1.1268832335329342
GA09,1998,1.0,0,,1.241,,-0.885,,,1.119103448275862,,1.119103448275862
GA09,2000,1.0,0,0.584,1.244,0.66,,,,1.033231638418079,0.5783513513513514,1.15345
GA09,2002,1.0,0,1.47,1.1804999999999999,0.2895000000000001,,,,1.2142363636363638,1.5456666666666667,1.212418647166362
GA09,2004,1.0,0,0.224,1.377,1.153,-0.287,,,1.1557538994800693,-0.1118888888888889,1.196572450805009
GA10,1980,1.0,0,,,,,,,0.316425,0.316425,
GA10,1982,1.0,0,-0.249,,,,,,-0.0012857142857142948,-0.0012857142857142948,
GA10,1984,1.0,0,0.005,,,,,,0.33066666666666666,0.33066666666666666,
GA10,1986,1.0,0,0.307,1.456,1.149,,,,0.49885294117647055,0.40301639344262297,1.334
GA10,1988,1.0,0,-0.071,,,,,,0.3224705882352941,0.3224705882352941,
GA10,1990,1.0,0,0.251,1.337,1.0859999999999999,,,,0.8311025641025642,0.5286262626262627,1.3564561403508772
GA10,1992,1.0,0,0.27380000000000004,1.0935,0.8196999999999999,-0.569,,,0.39517699115044247,0.14177522935779815,1.2516356589147288
GA10,1994,1.0,0,-0.187,1.263,1.45,,1.681,,0.9503666333666334,0.13003300330033002,1.3064713467048712
GA10,1996,1.0,0,-0.591,1.337,1.928,-0.236,1.364,1.6,0.8813512658227848,-0.23513777777777778,1.2288063623789764
GA10,1998,1.0,0,-0.8534999999999999,,,-0.355,1.391,1.746,1.184558943089431,-0.6719166666666667,1.2309708333333333
GA10,2000,1.0,0,,1.347,,-0.46,,,1.1842877358490567,-0.4140909090909091,1.2124192
GA10,2002,1.0,0,-0.864,0.984,1.8479999999999999,,1.347,,0.7246301020408163,,0.7246301020408163
GA10,2004,1.0,0,,1.14,,,,,1.069364406779661,,1.069364406779661
GA11,1980,0.0,0,,,,,,,,,
GA11,1982,0.0,0,,,,,,,,,
GA11,1984,0.0,0,,,,,,,,,
GA11,1986,0.0,0,,,,,,,,,
GA11,1988,0.0,0,,,,,,,,,
GA11,1990,0.0,0,,,,,,,,,
GA11,1992,1.0,0,0.19999999999999998,,,,0.8,,-0.10691093117408906,-0.13306639004149376,0.9436666666666667
GA11,1994,1.0,0,,,,-0.59,1.635,2.225,-0.4022173913043478,-0.4022173913043478,
GA11,1996,1.0,0,-0.683,1.275,1.958,,,,1.0049681818181817,-0.5372272727272728,1.1763232323232324
GA11,1998,1.0,0,,1.285,,-0.758,,,1.0909174757281552,,1.0909174757281552
GA11,2000,1.0,0,-0.758,1.353,2.1109999999999998,,,,1.2197816091954023,-0.754,1.2662235294117647
GA11,2002,1.0,0,0.0655,1.399,1.3335,,1.356,,0.7556608832807571,0.22360331491712707,1.2386218655967902
GA11,2004,1.0,0,-0.56,1.313,1.873,,,,1.0248628428927682,-0.1593684210526316,1.1720616822429906
GA12,1980,0.0,0,,,,,,,,,
GA12,1982,0.0,0,,,,,,,,,
GA12,1984,0.0,0,,,,,,,,,
GA12,1986,0.0,0,,,,,,,,,
GA12,1988,0.0,0,,,,,,,,,
GA12,1990,0.0,0,,,,,,,,,
GA12,1992,0.0,0,,,,,,,,,
GA12,1994,0.0,0,,,,,,,,,
GA12,1996,0.0,0,,,,,,,,,
GA12,1998,0.0,0,,,,,,,,,
GA12,2000,0.0,0,,,,,,,,,
GA12,2002,1.0,0,-0.29542857142857143,1.37975,1.6751785714285714,,,,0.7252483621203097,-0.07964852255054432,1.2248127413127412
GA12,2004,1.0,0,-0.5523333333333332,,,,1.311,,0.223692784417884,-0.3620988086895585,1.228409855769231
GA13,1980,0.0,0,,,,,,,,,
GA13,1982,0.0,0,,,,,,,,,
GA13,1984,0.0,0,,,,,,,,,
GA13,1986,0.0,0,,,,,,,,,
GA13,1988,0.0,0,,,,,,,,,
GA13,1990,0.0,0,,,,,,,,,
GA13,1992,0.0,0,,,,,,,,,
GA13,1994,0.0,0,,,,,,,,,
GA13,1996,0.0,0,,,,,,,,,
GA13,1998,0.0,0,,,,,,,,,
GA13,2000,0.0,0,,,,,,,,,
GA13,2002,1.0,0,0.0030000000000000027,1.185,1.182,,,,0.06944985808893094,0.002366098294884655,1.1841583333333332
GA13,2004,1.0,0,0.143,,,,1.434,,0.168403125,0.1656269592476489,1.054
GA14,1980,0.0,0,,,,,,,,,
GA14,1982,0.0,0,,,,,,,,,
GA14,1984,0.0,0,,,,,,,,,
GA14,1986,0.0,0,,,,,,,,,
GA14,1988,0.0,0,,,,,,,,,
GA14,1990,0.0,0,,,,,,,,,
GA14,1992,0.0,0,,,,,,,,,
GA14,1994,0.0,0,,,,,,,,,
GA14,1996,0.0,0,,,,,,,,,
GA14,1998,0.0,0,,,,,,,,,
GA14,2000,0.0,0,,,,,,,,,
GA14,2002,0.0,0,,,,,,,,,
GA14,2004,0.0,0,,,,,,,,,
GU01,1980,1.0,1,-0.246,0.337,0.583,,,,0.3037027027027027,-0.275,0.3738484848484848
GU01,1982,1.0,1,,0.688,,-0.377,,,0.2830833333333333,-0.266,0.6125333333333334
GU01,1984,1.0,1,-0.309,0.833,1.142,,,,0.19646153846153844,-0.15120000000000003,0.6705454545454544
GU01,1986,1.0,1,0.377,0.665,0.28800000000000003,,,,0.2779666666666667,0.012166666666666652,0.6766666666666666
GU01,1988,1.0,1,-0.376,,,,,,0.4820740740740741,-0.26266666666666666,0.5751666666666667
GU01,1990,1.0,1,,,,-0.383,0.293,0.6759999999999999,0.2948139534883721,-0.34463636363636363,0.514625
GU01,1992,1.0,1,-0.279,0.615,0.894,,,,0.28824064171122993,-0.14308,0.5770714285714286
GU01,1994,1.0,1,0.044,,,,,,0.019815789473684203,0.019815789473684203,
GU01,1996,1.0,1,-0.381,,,-0.125,,,-0.11272307692307694,-0.11272307692307694,
GU01,1998,1.0,1,-0.079,,,,0.308,,0.008879518072289146,-0.052614285714285725,0.33999999999999997
GU01,2000,1.0,1,-0.243,,,,0.421,,-0.08739759036144579,-0.11957142857142858,0.3255
GU01,2002,1.0,1,-0.241,0.472,0.713,,,,0.15740208877284595,0.04848639455782313,0.5171910112359551
GU01,2004,1.0,1,,,,,,,0.06255418719211824,0.06255418719211824,
HI01,1980,1.0,0,,,,-0.327,1.033,1.3599999999999999,-0.21356730769230772,-0.23775490196078433,1.02
HI01,1982,1.0,0,-0.479,,,,,,-0.1525483870967742,-0.1525483870967742,
HI01,1984,1.0,0,-0.478,,,,,,-0.18816666666666668,-0.18816666666666668,
HI01,1986,1.0,0,-0.44,0.608,1.048,,,,0.010183333333333334,-0.32071428571428573,0.5736036036036036
HI01,1988,1.0,0,-0.4505,,,-0.278,,,-0.12877225672877846,-0.33608264462809917,0.4983416666666667
HI01,1990,1.0,0,-0.5665,0.9339999999999999,1.5005,-0.271,,,-0.3575889570552147,-0.4971002865329513,0.4747094017094017
HI01,1992,1.0,0,-0.5816666666666667,0.773,1.3546666666666667,,,,-0.3079180327868853,-0.41631250000000003,0.9061
HI01,1994,1.0,0,-0.501,0.797,1.298,,,,0.3065684210526316,-0.42538961038961043,0.8053362831858407
HI01,1996,1.0,0,-0.668,0.904,1.572,,,,0.331239467849224,-0.49119186046511626,0.838258064516129
HI01,1998,1.0,0,-0.619,0.716,1.335,,,,0.11961516452074393,-0.42975747508305645,0.5350954773869346
HI01,2000,1.0,0,-0.615,0.968,1.583,,,,-0.3558494623655914,-0.47019678714859436,0.5932333333333334
HI01,2002,1.0,0,-0.614,,,,,,-0.4118528735632184,-0.4118528735632184,
HI01,2004,1.0,0,-0.557,0.525,1.082,,,,-0.28543846153846153,-0.4485619266055046,0.5612499999999999
HI02,1980,1.0,0,-0.448,,,,,,-0.4111090909090909,-0.4111090909090909,
HI02,1982,1.0,0,-0.661,,,,,,-0.09949999999999998,-0.09949999999999998,
HI02,1984,1.0,0,-0.654,,,,,,-0.4616896551724138,-0.4616896551724138,
HI02,1986,1.0,0,-0.596,,,,,,-0.41790909090909084,-0.41790909090909084,
HI02,1988,1.0,0,-0.578,,,,,,-0.3982727272727272,-0.3982727272727272,
HI02,1990,1.0,0,-0.50225,0.648,1.15025,,,,-0.34733828382838283,-0.4694972067039106,0.603376811594203
HI02,1992,1.0,0,-0.5760000000000001,,,,,,-0.5197897727272728,-0.5328023255813953,0.03975000000000001
HI02,1994,1.0,0,-0.7,,,-0.723,,,-0.4757446808510638,-0.4757446808510638,
HI02,1996,1.0,0,-0.6276666666666667,0.983,1.6106666666666667,-0.579,,,-0.5071837837837837,-0.5809771428571429,0.7842
HI02,1998,1.0,0,-0.5296666666666666,,,,1.158,,-0.41647619047619044,-0.5151515151515151,1.2116666666666667
HI02,2000,1.0,0,-0.77,0.802,1.572,,,,0.4038661971830986,-0.654379746835443,0.8116780487804879
HI02,2002,1.0,0,-0.7715000000000001,1.107,1.8785,,,,-0.1939221411192214,-0.4313595166163142,0.7884749999999999
HI02,2004,1.0,0,,-0.13599999999999995,,,,,-0.1078758865248227,-0.3465714285714286,0.4579561752988048
