district,cycle,real_data,territorial,district_pres_vs_avg,district_pres_vs_num_candidates,district_color_35_65,district_color_30_70,district_color_40_60
GA07,1996,1.0,0,0.437,4.0,C,C,C
GA07,1998,1.0,0,0.43700000000000006,3.0,C,C,C
GA07,2000,1.0,0,0.391,4.0,C,C,R
GA07,2002,1.0,0,0.39099999999999996,3.0,C,C,R
GA07,2004,1.0,0,0.24,1.0,R,R,R
GA08,1980,1.0,0,0.653,2.0,D,C,D
GA08,1982,1.0,0,0.653,2.0,D,C,D
GA08,1984,1.0,0,0.477,1.0,C,C,C
GA08,1986,1.0,0,0.4769999999999999,1.0,C,C,C
GA08,1988,1.0,0,0.462,2.0,C,C,C
GA08,1990,1.0,0,0.46199999999999997,2.0,C,C,C
GA08,1992,1.0,0,0.47,4.0,C,C,C
GA08,1994,1.0,0,0.47,10.0,C,C,C
GA08,1996,1.0,0,0.515,3.0,C,C,C
GA08,1998,1.0,0,0.515,1.0,C,C,C
GA08,2000,1.0,0,0.426,2.0,C,C,C
GA08,2002,1.0,0,0.426,1.0,C,C,C
GA08,2004,1.0,0,0.267,5.0,R,R,R
GA09,1980,1.0,0,0.564,1.0,C,C,C
GA09,1982,1.0,0,0.564,2.0,C,C,C
GA09,1984,1.0,0,0.30700000000000005,3.0,R,C,R
GA09,1986,1.0,0,0.307,1.0,R,C,R
GA09,1988,1.0,0,0.29,3.0,R,R,R
GA09,1990,1.0,0,0.29,2.0,R,R,R
GA09,1992,1.0,0,0.42,6.0,C,C,C
GA09,1994,1.0,0,0.41999999999999993,4.0,C,C,C
GA09,1996,1.0,0,0.39,5.0,C,C,R
GA09,1998,1.0,0,0.39,2.0,C,C,R
GA09,2000,1.0,0,0.289,2.0,R,R,R
GA09,2002,1.0,0,0.289,3.0,R,R,R
GA09,2004,1.0,0,0.273,4.0,R,R,R
GA10,1980,1.0,0,0.582,1.0,C,C,C
GA10,1982,1.0,0,0.582,1.0,C,C,C
GA10,1984,1.0,0,0.34800000000000003,1.0,R,C,R
GA10,1986,1.0,0,0.348,2.0,R,C,R
GA10,1988,1.0,0,0.351,1.0,C,C,R
GA10,1990,1.0,0,0.351,2.0,C,C,R
GA10,1992,1.0,0,0.45999999999999996,10.0,C,C,C
GA10,1994,1.0,0,0.46,5.0,C,C,C
GA10,1996,1.0,0,0.513,4.0,C,C,C
GA10,1998,1.0,0,0.513,5.0,C,C,C
GA10,2000,1.0,0,0.448,2.0,C,C,C
GA10,2002,1.0,0,0.44800000000000006,3.0,C,C,C
GA10,2004,1.0,0,0.23,1.0,R,R,R
GA11,1980,0.0,0,,,,,
GA11,1982,0.0,0,,,,,
GA11,1984,0.0,0,,,,,
GA11,1986,0.0,0,,,,,
GA11,1988,0.0,0,,,,,
GA11,1990,0.0,0,,,,,
GA11,1992,1.0,0,0.712,5.0,D,D,D
GA11,1994,1.0,0,0.712,2.0,D,D,D
GA11,1996,1.0,0,0.407,2.0,C,C,C
GA11,1998,1.0,0,0.407,2.0,C,C,C
GA11,2000,1.0,0,0.345,2.0,R,C,R
GA11,2002,1.0,0,0.345,5.0,R,C,R
GA11,2004,1.0,0,0.44,4.0,C,C,C
GA12,1980,0.0,0,,,,,
GA12,1982,0.0,0,,,,,
GA12,1984,0.0,0,,,,,
GA12,1986,0.0,0,,,,,
GA12,1988,0.0,0,,,,,
GA12,1990,0.0,0,,,,,
GA12,1992,0.0,0,,,,,
GA12,1994,0.0,0,,,,,
GA12,1996,0.0,0,,,,,
GA12,1998,0.0,0,,,,,
GA12,2000,0.0,0,,,,,
GA12,2002,1.0,0,0.545,11.0,C,C,C
GA12,2004,1.0,0,0.54,6.0,C,C,C
GA13,1980,0.0,0,,,,,
GA13,1982,0.0,0,,,,,
GA13,1984,0.0,0,,,,,
GA13,1986,0.0,0,,,,,
GA13,1988,0.0,0,,,,,
GA13,1990,0.0,0,,,,,
GA13,1992,0.0,0,,,,,
GA13,1994,0.0,0,,,,,
GA13,1996,0.0,0,,,,,
GA13,1998,0.0,0,,,,,
GA13,2000,0.0,0,,,,,
GA13,2002,1.0,0,0.717,5.0,D,D,D
GA13,2004,1.0,0,0.64,4.0,C,C,D
GA14,1980,0.0,0,,,,,
GA14,1982,0.0,0,,,,,
GA14,1984,0.0,0,,,,,
GA14,1986,0.0,0,,,,,
GA14,1988,0.0,0,,,,,
GA14,1990,0.0,0,,,,,
GA14,1992,0.0,0,,,,,
GA14,1994,0.0,0,,,,,
GA14,1996,0.0,0,,,,,
GA14,1998,0.0,0,,,,,
GA14,2000,0.0,0,,,,,
GA14,2002,0.0,0,,,,,
GA14,2004,0.0,0,,,,,
GU01,1980,1.0,1,,2.0,,,
GU01,1982,1.0,1,,2.0,,,
GU01,1984,1.0,1,,2.0,,,
GU01,1986,1.0,1,,3.0,,,
GU01,1988,1.0,1,,2.0,,,
GU01,1990,1.0,1,,2.0,,,
GU01,1992,1.0,1,,2.0,,,
GU01,1994,1.0,1,,1.0,,,
GU01,1996,1.0,1,,2.0,,,
GU01,1998,1.0,1,,2.0,,,
GU01,2000,1.0,1,,2.0,,,
GU01,2002,1.0,1,,3.0,,,
GU01,2004,1.0,1,,1.0,,,
HI01,1980,1.0,0,0.493,2.0,C,C,C
HI01,1982,1.0,0,0.49300000000000005,1.0,C,C,C
HI01,1984,1.0,0,0.447,1.0,C,C,C
HI01,1986,1.0,0,0.447,5.0,C,C,C
HI01,1988,1.0,0,0.546,6.0,C,C,C
HI01,1990,1.0,0,0.546,7.0,C,C,C
HI01,1992,1.0,0,0.548,5.0,C,C,C
HI01,1994,1.0,0,0.548,3.0,C,C,C
HI01,1996,1.0,0,0.627,2.0,C,C,D
HI01,1998,1.0,0,0.627,3.0,C,C,D
HI01,2000,1.0,0,0.587,4.0,C,C,C
HI01,2002,1.0,0,0.587,2.0,C,C,C
HI01,2004,1.0,0,0.53,2.0,C,C,C
HI02,1980,1.0,0,0.525,1.0,C,C,C
HI02,1982,1.0,0,0.525,1.0,C,C,C
HI02,1984,1.0,0,0.436,1.0,C,C,C
HI02,1986,1.0,0,0.436,1.0,C,C,C
HI02,1988,1.0,0,0.55,1.0,C,C,C
HI02,1990,1.0,0,0.55,5.0,C,C,C
HI02,1992,1.0,0,0.586,4.0,C,C,C
HI02,1994,1.0,0,0.586,2.0,C,C,C
HI02,1996,1.0,0,0.658,5.0,D,C,D
HI02,1998,1.0,0,0.658,4.0,D,C,D
HI02,2000,1.0,0,0.609,2.0,C,C,D
HI02,2002,1.0,0,0.609,8.0,C,C,D
HI02,2004,1.0,0,0.56,7.0,C,C,C
IA01,1980,1.0,0,0.48,4.0,C,C,C
IA01,1982,1.0,0,0.48,2.0,C,C,C
IA01,1984,1.0,0,0.4739999999999999,4.0,C,C,C
IA01,1986,1.0,0,0.474,3.0,C,C,C
IA01,1988,1.0,0,0.552,2.0,C,C,C
IA01,1990,1.0,0,0.552,1.0,C,C,C
IA01,1992,1.0,0,0.574,2.0,C,C,C
IA01,1994,1.0,0,0.574,2.0,C,C,C
IA01,1996,1.0,0,0.596,2.0,C,C,C
IA01,1998,1.0,0,0.596,2.0,C,C,C
IA01,2000,1.0,0,0.555,3.0,C,C,C
IA01,2002,1.0,0,0.555,3.0,C,C,C
IA01,2004,1.0,0,0.535,3.0,C,C,C
IA02,1980,1.0,0,0.447,3.0,C,C,C
IA02,1982,1.0,0,0.447,3.0,C,C,C
IA02,1984,1.0,0,0.469,4.0,C,C,C
IA02,1986,1.0,0,0.469,3.0,C,C,C
IA02,1988,1.0,0,0.568,3.0,C,C,C
IA02,1990,1.0,0,0.568,5.0,C,C,C
IA02,1992,1.0,0,0.559,2.0,C,C,C
IA02,1994,1.0,0,0.559,2.0,C,C,C
IA02,1996,1.0,0,0.586,4.0,C,C,C
IA02,1998,1.0,0,0.586,3.0,C,C,C
IA02,2000,1.0,0,0.531,3.0,C,C,C
IA02,2002,1.0,0,0.531,3.0,C,C,C
IA02,2004,1.0,0,0.556,3.0,C,C,C
IA03,1980,1.0,0,0.419,4.0,C,C,C
IA03,1982,1.0,0,0.419,2.0,C,C,C
IA03,1984,1.0,0,0.478,3.0,C,C,C
IA03,1986,1.0,0,0.47800000000000004,6.0,C,C,C
IA03,1988,1.0,0,0.57,2.0,C,C,C
IA03,1990,1.0,0,0.57,3.0,C,C,C
IA03,1992,1.0,0,0.555,3.0,C,C,C
IA03,1994,1.0,0,0.555,4.0,C,C,C
IA03,1996,1.0,0,0.564,5.0,C,C,C
IA03,1998,1.0,0,0.564,5.0,C,C,C
IA03,2000,1.0,0,0.493,5.0,C,C,C
IA03,2002,1.0,0,0.49299999999999994,3.0,C,C,C
IA03,2004,1.0,0,0.499,2.0,C,C,C
IA04,1980,1.0,0,0.482,3.0,C,C,C
IA04,1982,1.0,0,0.482,3.0,C,C,C
IA04,1984,1.0,0,0.505,3.0,C,C,C
IA04,1986,1.0,0,0.505,2.0,C,C,C
IA04,1988,1.0,0,0.591,1.0,C,C,C
IA04,1990,1.0,0,0.591,1.0,C,C,C
IA04,1992,1.0,0,0.522,2.0,C,C,C
IA04,1994,1.0,0,0.522,3.0,C,C,C
IA04,1996,1.0,0,0.542,4.0,C,C,C
IA04,1998,1.0,0,0.542,2.0,C,C,C
IA04,2000,1.0,0,0.489,2.0,C,C,C
IA04,2002,1.0,0,0.489,4.0,C,C,C
IA04,2004,1.0,0,0.485,4.0,C,C,C
IA05,1980,1.0,0,0.388,3.0,C,C,R
IA05,1982,1.0,0,0.388,3.0,C,C,R
IA05,1984,1.0,0,0.421,6.0,C,C,C
IA05,1986,1.0,0,0.421,5.0,C,C,C
IA05,1988,1.0,0,0.522,3.0,C,C,C
IA05,1990,1.0,0,0.522,3.0,C,C,C
IA05,1992,1.0,0,0.474,1.0,C,C,C
IA05,1994,1.0,0,0.474,5.0,C,C,C
IA05,1996,1.0,0,0.496,4.0,C,C,C
IA05,1998,1.0,0,0.496,2.0,C,C,C
IA05,2000,1.0,0,0.435,2.0,C,C,C
IA05,2002,1.0,0,0.435,5.0,C,C,C
IA05,2004,1.0,0,0.394,4.0,C,C,R
IA06,1980,1.0,0,0.63,2.0,C,C,D
IA06,1982,1.0,0,0.63,3.0,C,C,D
IA06,1984,1.0,0,0.424,3.0,C,C,C
IA06,1986,1.0,0,0.424,7.0,C,C,C
IA06,1988,1.0,0,0.5,2.0,C,C,C
IA06,1990,1.0,0,0.5,3.0,C,C,C
IA06,1992,0.0,0,,,,,
IA06,1994,0.0,0,,,,,
IA06,1996,0.0,0,,,,,
IA06,1998,0.0,0,,,,,
IA06,2000,0.0,0,,,,,
IA06,2002,0.0,0,,,,,
IA06,2004,0.0,0,,,,,
ID01,1980,1.0,0,0.319,4.0,R,C,R
ID01,1982,1.0,0,0.319,2.0,R,C,R
ID01,1984,1.0,0,0.307,4.0,R,C,R
ID01,1986,1.0,0,0.307,3.0,R,C,R
ID01,1988,1.0,0,0.398,4.0,C,C,R
ID01,1990,1.0,0,0.398,5.0,C,C,R
ID01,1992,1.0,0,0.426,3.0,C,C,C
ID01,1994,1.0,0,0.426,5.0,C,C,C
ID01,1996,1.0,0,0.404,4.0,C,C,C
ID01,1998,1.0,0,0.404,4.0,C,C,C
ID01,2000,1.0,0,0.299,5.0,R,R,R
ID01,2002,1.0,0,0.299,3.0,R,R,R
ID01,2004,1.0,0,0.303,2.0,R,C,R
ID02,1980,1.0,0,0.227,3.0,R,R,R
ID02,1982,1.0,0,0.227,2.0,R,R,R
ID02,1984,1.0,0,0.228,3.0,R,R,R
ID02,1986,1.0,0,0.228,7.0,R,R,R
ID02,1988,1.0,0,0.335,3.0,R,C,R
ID02,1990,1.0,0,0.335,4.0,R,C,R
ID02,1992,1.0,0,0.379,5.0,C,C,R
ID02,1994,1.0,0,0.379,4.0,C,C,R
ID02,1996,1.0,0,0.378,3.0,C,C,R
ID02,1998,1.0,0,0.37799999999999995,4.0,C,C,R
ID02,2000,1.0,0,0.282,5.0,R,R,R
ID02,2002,1.0,0,0.282,2.0,R,R,R
ID02,2004,1.0,0,0.31,3.0,R,C,R
IL01,1980,1.0,0,0.951,3.0,D,D,D
IL01,1982,1.0,0,0.9509999999999998,2.0,D,D,D
IL01,1984,1.0,0,0.951,6.0,D,D,D
IL01,1986,1.0,0,0.951,3.0,D,D,D
IL01,1988,1.0,0,0.961,1.0,D,D,D
IL01,1990,1.0,0,0.961,4.0,D,D,D
IL01,1992,1.0,0,0.868,5.0,D,D,D
IL01,1994,1.0,0,0.868,4.0,D,D,D
IL01,1996,1.0,0,0.887,3.0,D,D,D
IL01,1998,1.0,0,0.8869999999999999,1.0,D,D,D
IL01,2000,1.0,0,0.889,3.0,D,D,D
IL01,2002,1.0,0,0.889,3.0,D,D,D
IL01,2004,1.0,0,0.83,2.0,D,D,D
IL02,1980,1.0,0,0.874,4.0,D,D,D
IL02,1982,1.0,0,0.8740000000000001,3.0,D,D,D
IL02,1984,1.0,0,0.836,3.0,D,D,D
IL02,1986,1.0,0,0.8360000000000001,3.0,D,D,D
IL02,1988,1.0,0,0.853,5.0,D,D,D
IL02,1990,1.0,0,0.8529999999999999,2.0,D,D,D
IL02,1992,1.0,0,0.86,4.0,D,D,D
IL02,1994,1.0,0,0.86,5.0,D,D,D
IL02,1996,1.0,0,0.8850000000000001,6.0,D,D,D
IL02,1998,1.0,0,0.885,2.0,D,D,D
IL02,2000,1.0,0,0.8919999999999999,2.0,D,D,D
IL02,2002,1.0,0,0.892,2.0,D,D,D
IL02,2004,1.0,0,0.84,2.0,D,D,D
IL03,1980,1.0,0,0.444,2.0,C,C,C
IL03,1982,1.0,0,0.444,3.0,C,C,C
IL03,1984,1.0,0,0.358,2.0,C,C,R
IL03,1986,1.0,0,0.358,2.0,C,C,R
IL03,1988,1.0,0,0.414,2.0,C,C,C
IL03,1990,1.0,0,0.414,2.0,C,C,C
IL03,1992,1.0,0,0.513,5.0,C,C,C
IL03,1994,1.0,0,0.513,4.0,C,C,C
IL03,1996,1.0,0,0.591,3.0,C,C,C
IL03,1998,1.0,0,0.591,3.0,C,C,C
IL03,2000,1.0,0,0.573,2.0,C,C,C
IL03,2002,1.0,0,0.573,2.0,C,C,C
IL03,2004,1.0,0,0.59,2.0,C,C,C
IL04,1980,1.0,0,0.37,2.0,C,C,R
IL04,1982,1.0,0,0.37,3.0,C,C,R
IL04,1984,1.0,0,0.5,1.0,C,C,C
IL04,1986,1.0,0,0.5,4.0,C,C,C
IL04,1988,1.0,0,0.44399999999999995,3.0,C,C,C
IL04,1990,1.0,0,0.444,3.0,C,C,C
IL04,1992,1.0,0,0.739,6.0,D,D,D
IL04,1994,1.0,0,0.739,4.0,D,D,D
IL04,1996,1.0,0,0.849,4.0,D,D,D
IL04,1998,1.0,0,0.849,2.0,D,D,D
IL04,2000,1.0,0,0.81,1.0,D,D,D
IL04,2002,1.0,0,0.81,3.0,D,D,D
IL04,2004,1.0,0,0.79,2.0,D,D,D
IL05,1980,1.0,0,0.7029999999999998,2.0,D,D,D
IL05,1982,1.0,0,0.703,2.0,D,D,D
IL05,1984,1.0,0,0.417,1.0,C,C,C
IL05,1986,1.0,0,0.417,2.0,C,C,C
IL05,1988,1.0,0,0.481,2.0,C,C,C
IL05,1990,1.0,0,0.481,2.0,C,C,C
IL05,1992,1.0,0,0.608,3.0,C,C,D
IL05,1994,1.0,0,0.608,8.0,C,C,D
IL05,1996,1.0,0,0.644,6.0,C,C,D
IL05,1998,1.0,0,0.644,2.0,C,C,D
IL05,2000,1.0,0,0.654,1.0,D,C,D
IL05,2002,1.0,0,0.654,8.0,D,C,D
IL05,2004,1.0,0,0.67,4.0,D,C,D
IL06,1980,1.0,0,0.429,2.0,C,C,C
IL06,1982,1.0,0,0.429,2.0,C,C,C
IL06,1984,1.0,0,0.443,2.0,C,C,C
IL06,1986,1.0,0,0.443,1.0,C,C,C
IL06,1988,1.0,0,0.314,2.0,R,C,R
IL06,1990,1.0,0,0.314,1.0,R,C,R
IL06,1992,1.0,0,0.415,1.0,C,C,C
IL06,1994,1.0,0,0.415,2.0,C,C,C
IL06,1996,1.0,0,0.469,2.0,C,C,C
IL06,1998,1.0,0,0.469,2.0,C,C,C
IL06,2000,1.0,0,0.462,3.0,C,C,C
IL06,2002,1.0,0,0.462,3.0,C,C,C
IL06,2004,1.0,0,0.47,3.0,C,C,C
IL07,1980,1.0,0,0.8270000000000001,3.0,D,D,D
IL07,1982,1.0,0,0.827,1.0,D,D,D
IL07,1984,1.0,0,0.749,4.0,D,D,D
IL07,1986,1.0,0,0.7489999999999999,3.0,D,D,D
IL07,1988,1.0,0,0.775,3.0,D,D,D
IL07,1990,1.0,0,0.775,2.0,D,D,D
IL07,1992,1.0,0,0.839,2.0,D,D,D
IL07,1994,1.0,0,0.839,1.0,D,D,D
IL07,1996,1.0,0,0.856,9.0,D,D,D
IL07,1998,1.0,0,0.8560000000000001,4.0,D,D,D
IL07,2000,1.0,0,0.851,2.0,D,D,D
IL07,2002,1.0,0,0.851,4.0,D,D,D
IL07,2004,1.0,0,0.83,3.0,D,D,D
IL08,1980,1.0,0,0.748,1.0,D,D,D
IL08,1982,1.0,0,0.748,1.0,D,D,D
IL08,1984,1.0,0,0.48600000000000004,1.0,C,C,C
IL08,1986,1.0,0,0.48599999999999993,1.0,C,C,C
IL08,1988,1.0,0,0.591,1.0,C,C,C
IL08,1990,1.0,0,0.591,1.0,C,C,C
IL08,1992,1.0,0,0.391,3.0,C,C,R
IL08,1994,1.0,0,0.391,6.0,C,C,R
IL08,1996,1.0,0,0.451,3.0,C,C,C
IL08,1998,1.0,0,0.451,2.0,C,C,C
IL08,2000,1.0,0,0.429,2.0,C,C,C
IL08,2002,1.0,0,0.429,3.0,C,C,C
IL08,2004,1.0,0,0.44,5.0,C,C,C
IL09,1980,1.0,0,0.625,2.0,C,C,D
IL09,1982,1.0,0,0.625,4.0,C,C,D
IL09,1984,1.0,0,0.55,5.0,C,C,C
IL09,1986,1.0,0,0.55,2.0,C,C,C
IL09,1988,1.0,0,0.615,2.0,C,C,D
IL09,1990,1.0,0,0.615,4.0,C,C,D
IL09,1992,1.0,0,0.6939999999999998,5.0,D,C,D
IL09,1994,1.0,0,0.6940000000000001,5.0,D,C,D
IL09,1996,1.0,0,0.727,3.0,D,D,D
IL09,1998,1.0,0,0.7270000000000001,6.0,D,D,D
IL09,2000,1.0,0,0.726,3.0,D,D,D
IL09,2002,1.0,0,0.726,3.0,D,D,D
IL09,2004,1.0,0,0.68,2.0,D,C,D
IL10,1980,1.0,0,0.395,5.0,C,C,R
IL10,1982,1.0,0,0.395,2.0,C,C,R
IL10,1984,1.0,0,0.314,3.0,R,C,R
IL10,1986,1.0,0,0.314,2.0,R,C,R
IL10,1988,1.0,0,0.376,2.0,C,C,R
IL10,1990,1.0,0,0.376,2.0,C,C,R
IL10,1992,1.0,0,0.49000000000000005,3.0,C,C,C
IL10,1994,1.0,0,0.49,4.0,C,C,C
IL10,1996,1.0,0,0.535,3.0,C,C,C
IL10,1998,1.0,0,0.535,1.0,C,C,C
IL10,2000,1.0,0,0.542,12.0,C,C,C
IL10,2002,1.0,0,0.542,4.0,C,C,C
IL10,2004,1.0,0,0.53,2.0,C,C,C
IL11,1980,1.0,0,0.51,1.0,C,C,C
IL11,1982,1.0,0,0.51,1.0,C,C,C
IL11,1984,1.0,0,0.4069999999999999,2.0,C,C,C
IL11,1986,1.0,0,0.407,2.0,C,C,C
IL11,1988,1.0,0,0.462,3.0,C,C,C
IL11,1990,1.0,0,0.462,2.0,C,C,C
IL11,1992,1.0,0,0.546,5.0,C,C,C
IL11,1994,1.0,0,0.546,13.0,C,C,C
IL11,1996,1.0,0,0.573,7.0,C,C,C
IL11,1998,1.0,0,0.573,5.0,C,C,C
IL11,2000,1.0,0,0.541,3.0,C,C,C
IL11,2002,1.0,0,0.541,4.0,C,C,C
IL11,2004,1.0,0,0.46,2.0,C,C,C
IL12,1980,1.0,0,0.2909999999999999,1.0,R,R,R
IL12,1982,1.0,0,0.291,2.0,R,R,R
IL12,1984,1.0,0,0.231,2.0,R,R,R
IL12,1986,1.0,0,0.23099999999999998,2.0,R,R,R
IL12,1988,1.0,0,0.292,2.0,R,R,R
IL12,1990,1.0,0,0.292,1.0,R,R,R
IL12,1992,1.0,0,0.655,3.0,D,C,D
IL12,1994,1.0,0,0.655,2.0,D,C,D
IL12,1996,1.0,0,0.624,1.0,C,C,D
IL12,1998,1.0,0,0.624,3.0,C,C,D
IL12,2000,1.0,0,0.563,2.0,C,C,C
IL12,2002,1.0,0,0.563,2.0,C,C,C
IL12,2004,1.0,0,0.52,3.0,C,C,C
IL13,1980,1.0,0,0.31500000000000006,3.0,R,C,R
IL13,1982,1.0,0,0.315,5.0,R,C,R
IL13,1984,1.0,0,0.459,6.0,C,C,C
IL13,1986,1.0,0,0.45899999999999996,3.0,C,C,C
IL13,1988,1.0,0,0.314,2.0,R,C,R
IL13,1990,1.0,0,0.314,3.0,R,C,R
IL13,1992,1.0,0,0.407,4.0,C,C,C
IL13,1994,1.0,0,0.407,2.0,C,C,C
IL13,1996,1.0,0,0.453,2.0,C,C,C
IL13,1998,1.0,0,0.453,4.0,C,C,C
IL13,2000,1.0,0,0.43599999999999994,1.0,C,C,C
IL13,2002,1.0,0,0.436,1.0,C,C,C
IL13,2004,1.0,0,0.45,2.0,C,C,C
IL14,1980,1.0,0,0.275,1.0,R,R,R
IL14,1982,1.0,0,0.275,2.0,R,R,R
IL14,1984,1.0,0,0.308,7.0,R,C,R
IL14,1986,1.0,0,0.308,4.0,R,C,R
IL14,1988,1.0,0,0.359,2.0,C,C,R
IL14,1990,1.0,0,0.359,3.0,C,C,R
IL14,1992,1.0,0,0.44,3.0,C,C,C
IL14,1994,1.0,0,0.43999999999999995,3.0,C,C,C
IL14,1996,1.0,0,0.4640000000000001,2.0,C,C,C
IL14,1998,1.0,0,0.4640000000000001,2.0,C,C,C
IL14,2000,1.0,0,0.43200000000000005,1.0,C,C,C
IL14,2002,1.0,0,0.432,2.0,C,C,C
IL14,2004,1.0,0,0.44,2.0,C,C,C
IL15,1980,1.0,0,0.291,1.0,R,R,R
IL15,1982,1.0,0,0.291,2.0,R,R,R
IL15,1984,1.0,0,0.32,2.0,R,C,R
IL15,1986,1.0,0,0.32,1.0,R,C,R
IL15,1988,1.0,0,0.373,2.0,C,C,R
IL15,1990,1.0,0,0.37300000000000005,2.0,C,C,R
IL15,1992,1.0,0,0.523,6.0,C,C,C
IL15,1994,1.0,0,0.523,3.0,C,C,C
IL15,1996,1.0,0,0.503,5.0,C,C,C
IL15,1998,1.0,0,0.503,2.0,C,C,C
IL15,2000,1.0,0,0.457,6.0,C,C,C
IL15,2002,1.0,0,0.457,5.0,C,C,C
IL15,2004,1.0,0,0.41,4.0,C,C,C
IL16,1980,1.0,0,0.263,7.0,R,R,R
IL16,1982,1.0,0,0.263,3.0,R,R,R
IL16,1984,1.0,0,0.368,2.0,C,C,R
IL16,1986,1.0,0,0.368,3.0,C,C,R
IL16,1988,1.0,0,0.423,1.0,C,C,C
IL16,1990,1.0,0,0.42299999999999993,4.0,C,C,C
IL16,1992,1.0,0,0.46599999999999997,5.0,C,C,C
IL16,1994,1.0,0,0.466,3.0,C,C,C
IL16,1996,1.0,0,0.47100000000000003,3.0,C,C,C
IL16,1998,1.0,0,0.47100000000000003,1.0,C,C,C
IL16,2000,1.0,0,0.44,2.0,C,C,C
IL16,2002,1.0,0,0.44,3.0,C,C,C
IL16,2004,1.0,0,0.444,2.0,C,C,C
IL17,1980,1.0,0,0.376,2.0,C,C,R
IL17,1982,1.0,0,0.376,3.0,C,C,R
IL17,1984,1.0,0,0.457,4.0,C,C,C
IL17,1986,1.0,0,0.457,4.0,C,C,C
IL17,1988,1.0,0,0.529,3.0,C,C,C
IL17,1990,1.0,0,0.529,3.0,C,C,C
IL17,1992,1.0,0,0.565,4.0,C,C,C
IL17,1994,1.0,0,0.565,2.0,C,C,C
IL17,1996,1.0,0,0.573,5.0,C,C,C
IL17,1998,1.0,0,0.573,2.0,C,C,C
IL17,2000,1.0,0,0.528,3.0,C,C,C
IL17,2002,1.0,0,0.528,3.0,C,C,C
IL17,2004,1.0,0,0.515,2.0,C,C,C
IL18,1980,1.0,0,0.352,2.0,C,C,R
IL18,1982,1.0,0,0.352,2.0,C,C,R
IL18,1984,1.0,0,0.381,2.0,C,C,R
IL18,1986,1.0,0,0.381,2.0,C,C,R
IL18,1988,1.0,0,0.452,2.0,C,C,C
IL18,1990,1.0,0,0.45199999999999996,2.0,C,C,C
IL18,1992,1.0,0,0.507,2.0,C,C,C
IL18,1994,1.0,0,0.507,6.0,C,C,C
IL18,1996,1.0,0,0.487,3.0,C,C,C
IL18,1998,1.0,0,0.487,1.0,C,C,C
IL18,2000,1.0,0,0.43899999999999995,2.0,C,C,C
IL18,2002,1.0,0,0.439,1.0,C,C,C
IL18,2004,1.0,0,0.42,1.0,C,C,C
IL19,1980,1.0,0,0.381,1.0,C,C,R
IL19,1982,1.0,0,0.381,2.0,C,C,R
IL19,1984,1.0,0,0.376,6.0,C,C,R
IL19,1986,1.0,0,0.376,3.0,C,C,R
IL19,1988,1.0,0,0.45599999999999996,2.0,C,C,C
IL19,1990,1.0,0,0.45599999999999996,4.0,C,C,C
IL19,1992,1.0,0,0.579,5.0,C,C,C
IL19,1994,1.0,0,0.579,4.0,C,C,C
IL19,1996,1.0,0,0.537,2.0,C,C,C
IL19,1998,1.0,0,0.537,6.0,C,C,C
IL19,2000,1.0,0,0.441,3.0,C,C,C
IL19,2002,1.0,0,0.44100000000000006,2.0,C,C,C
IL19,2004,1.0,0,0.39,3.0,C,C,R
IL20,1980,1.0,0,0.38,3.0,C,C,R
IL20,1982,1.0,0,0.38,4.0,C,C,R
IL20,1984,1.0,0,0.419,4.0,C,C,C
IL20,1986,1.0,0,0.419,2.0,C,C,C
IL20,1988,1.0,0,0.492,2.0,C,C,C
IL20,1990,1.0,0,0.492,2.0,C,C,C
IL20,1992,1.0,0,0.58,2.0,C,C,C
IL20,1994,1.0,0,0.58,5.0,C,C,C
IL20,1996,1.0,0,0.537,8.0,C,C,C
IL20,1998,1.0,0,0.537,4.0,C,C,C
IL20,2000,1.0,0,0.4670000000000001,2.0,C,C,C
IL20,2002,0.0,0,0.467,1.0,C,C,C
IL20,2004,0.0,0,,,,,
IL21,1980,1.0,0,0.437,2.0,C,C,C
IL21,1982,1.0,0,0.437,3.0,C,C,C
IL21,1984,1.0,0,0.466,2.0,C,C,C
IL21,1986,1.0,0,0.4660000000000001,4.0,C,C,C
IL21,1988,1.0,0,0.543,4.0,C,C,C
IL21,1990,1.0,0,0.543,3.0,C,C,C
IL21,1992,0.0,0,,1.0,,,
IL21,1994,0.0,0,,,,,
IL21,1996,0.0,0,,,,,
IL21,1998,0.0,0,,,,,
IL21,2000,0.0,0,,,,,
IL21,2002,0.0,0,,,,,
IL21,2004,0.0,0,,,,,
IL22,1980,1.0,0,0.36999999999999994,3.0,C,C,R
IL22,1982,1.0,0,0.37,2.0,C,C,R
IL22,1984,1.0,0,0.442,4.0,C,C,C
IL22,1986,1.0,0,0.44199999999999995,3.0,C,C,C
IL22,1988,1.0,0,0.519,2.0,C,C,C
IL22,1990,1.0,0,0.519,2.0,C,C,C
IL22,1992,0.0,0,,,,,
IL22,1994,0.0,0,,,,,
IL22,1996,0.0,0,,,,,
IL22,1998,0.0,0,,,,,
IL22,2000,0.0,0,,,,,
IL22,2002,0.0,0,,,,,
IL22,2004,0.0,0,,,,,
IL23,1980,1.0,0,0.505,2.0,C,C,C
IL23,1982,0.0,0,,,,,
IL23,1984,0.0,0,0.437,1.0,C,C,C
IL23,1986,0.0,0,,,,,
IL23,1988,0.0,0,,,,,
