district,cycle,real_data,territorial
CO07,2000,0.0,0
CO07,2002,1.0,0
CO07,2004,1.0,0
CO08,1980,0.0,0
CO08,1982,0.0,0
CO08,1984,0.0,0
CO08,1986,0.0,0
CO08,1988,0.0,0
CO08,1990,0.0,0
CO08,1992,0.0,0
CO08,1994,0.0,0
CO08,1996,0.0,0
CO08,1998,0.0,0
CO08,2000,0.0,0
CO08,2002,0.0,0
CO08,2004,0.0,0
CT01,1980,1.0,0
CT01,1982,1.0,0
CT01,1984,1.0,0
CT01,1986,1.0,0
CT01,1988,1.0,0
CT01,1990,1.0,0
CT01,1992,1.0,0
CT01,1994,1.0,0
CT01,1996,1.0,0
CT01,1998,1.0,0
CT01,2000,1.0,0
CT01,2002,1.0,0
CT01,2004,1.0,0
CT02,1980,1.0,0
CT02,1982,1.0,0
CT02,1984,1.0,0
CT02,1986,1.0,0
CT02,1988,1.0,0
CT02,1990,1.0,0
CT02,1992,1.0,0
CT02,1994,1.0,0
CT02,1996,1.0,0
CT02,1998,1.0,0
CT02,2000,1.0,0
CT02,2002,1.0,0
CT02,2004,1.0,0
CT03,1980,1.0,0
CT03,1982,1.0,0
CT03,1984,1.0,0
CT03,1986,1.0,0
CT03,1988,1.0,0
CT03,1990,1.0,0
CT03,1992,1.0,0
CT03,1994,1.0,0
CT03,1996,1.0,0
CT03,1998,1.0,0
CT03,2000,1.0,0
CT03,2002,1.0,0
CT03,2004,1.0,0
CT04,1980,1.0,0
CT04,1982,1.0,0
CT04,1984,1.0,0
CT04,1986,1.0,0
CT04,1988,1.0,0
CT04,1990,1.0,0
CT04,1992,1.0,0
CT04,1994,1.0,0
CT04,1996,1.0,0
CT04,1998,1.0,0
CT04,2000,1.0,0
CT04,2002,1.0,0
CT04,2004,1.0,0
CT05,1980,1.0,0
CT05,1982,1.0,0
CT05,1984,1.0,0
CT05,1986,1.0,0
CT05,1988,1.0,0
CT05,1990,1.0,0
CT05,1992,1.0,0
CT05,1994,1.0,0
CT05,1996,1.0,0
CT05,1998,1.0,0
CT05,2000,1.0,0
CT05,2002,1.0,0
CT05,2004,1.0,0
CT06,1980,1.0,0
CT06,1982,1.0,0
CT06,1984,1.0,0
CT06,1986,1.0,0
CT06,1988,1.0,0
CT06,1990,1.0,0
CT06,1992,1.0,0
CT06,1994,1.0,0
CT06,1996,1.0,0
CT06,1998,1.0,0
CT06,2000,1.0,0
CT06,2002,0.0,0
CT06,2004,0.0,0
DC01,1980,1.0,1
DC01,1982,1.0,1
DC01,1984,1.0,1
DC01,1986,1.0,1
DC01,1988,1.0,1
DC01,1990,1.0,1
DC01,1992,1.0,1
DC01,1994,1.0,1
DC01,1996,1.0,1
DC01,1998,1.0,1
DC01,2000,1.0,1
DC01,2002,1.0,1
DC01,2004,1.0,1
DE01,1980,1.0,0
DE01,1982,1.0,0
DE01,1984,1.0,0
DE01,1986,1.0,0
DE01,1988,1.0,0
DE01,1990,1.0,0
DE01,1992,1.0,0
DE01,1994,1.0,0
DE01,1996,1.0,0
DE01,1998,1.0,0
DE01,2000,1.0,0
DE01,2002,1.0,0
DE01,2004,1.0,0
FL01,1980,1.0,0
FL01,1982,1.0,0
FL01,1984,1.0,0
FL01,1986,1.0,0
FL01,1988,1.0,0
FL01,1990,1.0,0
FL01,1992,1.0,0
FL01,1994,1.0,0
FL01,1996,1.0,0
FL01,1998,1.0,0
FL01,2000,1.0,0
FL01,2002,1.0,0
FL01,2004,1.0,0
FL02,1980,1.0,0
FL02,1982,1.0,0
FL02,1984,1.0,0
FL02,1986,1.0,0
FL02,1988,1.0,0
FL02,1990,1.0,0
FL02,1992,1.0,0
FL02,1994,1.0,0
FL02,1996,1.0,0
FL02,1998,1.0,0
FL02,2000,1.0,0
FL02,2002,1.0,0
FL02,2004,1.0,0
FL03,1980,1.0,0
FL03,1982,1.0,0
FL03,1984,1.0,0
FL03,1986,1.0,0
FL03,1988,1.0,0
FL03,1990,1.0,0
FL03,1992,1.0,0
FL03,1994,1.0,0
FL03,1996,1.0,0
FL03,1998,1.0,0
FL03,2000,1.0,0
FL03,2002,1.0,0
FL03,2004,1.0,0
FL04,1980,1.0,0
FL04,1982,1.0,0
FL04,1984,1.0,0
FL04,1986,1.0,0
FL04,1988,1.0,0
FL04,1990,1.0,0
FL04,1992,1.0,0
FL04,1994,1.0,0
FL04,1996,1.0,0
FL04,1998,1.0,0
FL04,2000,1.0,0
FL04,2002,1.0,0
FL04,2004,1.0,0
FL05,1980,1.0,0
FL05,1982,1.0,0
FL05,1984,1.0,0
FL05,1986,1.0,0
FL05,1988,1.0,0
FL05,1990,1.0,0
FL05,1992,1.0,0
FL05,1994,1.0,0
FL05,1996,1.0,0
FL05,1998,1.0,0
FL05,2000,1.0,0
FL05,2002,1.0,0
FL05,2004,1.0,0
FL06,1980,1.0,0
FL06,1982,1.0,0
FL06,1984,1.0,0
FL06,1986,1.0,0
FL06,1988,1.0,0
FL06,1990,1.0,0
FL06,1992,1.0,0
FL06,1994,1.0,0
FL06,1996,1.0,0
FL06,1998,1.0,0
FL06,2000,1.0,0
FL06,2002,1.0,0
FL06,2004,1.0,0
FL07,1980,1.0,0
FL07,1982,1.0,0
FL07,1984,1.0,0
FL07,1986,1.0,0
FL07,1988,1.0,0
FL07,1990,1.0,0
FL07,1992,1.0,0
FL07,1994,1.0,0
FL07,1996,1.0,0
FL07,1998,1.0,0
FL07,2000,1.0,0
FL07,2002,1.0,0
FL07,2004,1.0,0
FL08,1980,1.0,0
FL08,1982,1.0,0
FL08,1984,1.0,0
FL08,1986,1.0,0
FL08,1988,1.0,0
FL08,1990,1.0,0
FL08,1992,1.0,0
FL08,1994,1.0,0
FL08,1996,1.0,0
FL08,1998,1.0,0
FL08,2000,1.0,0
FL08,2002,1.0,0
FL08,2004,1.0,0
FL09,1980,1.0,0
FL09,1982,1.0,0
FL09,1984,1.0,0
FL09,1986,1.0,0
FL09,1988,1.0,0
FL09,1990,1.0,0
FL09,1992,1.0,0
FL09,1994,1.0,0
FL09,1996,1.0,0
FL09,1998,1.0,0
FL09,2000,1.0,0
FL09,2002,1.0,0
FL09,2004,1.0,0
FL10,1980,1.0,0
FL10,1982,1.0,0
FL10,1984,1.0,0
FL10,1986,1.0,0
FL10,1988,1.0,0
FL10,1990,1.0,0
FL10,1992,1.0,0
FL10,1994,1.0,0
FL10,1996,1.0,0
FL10,1998,1.0,0
FL10,2000,1.0,0
FL10,2002,1.0,0
FL10,2004,1.0,0
FL11,1980,1.0,0
FL11,1982,1.0,0
FL11,1984,1.0,0
FL11,1986,1.0,0
FL11,1988,1.0,0
FL11,1990,1.0,0
FL11,1992,1.0,0
FL11,1994,1.0,0
FL11,1996,1.0,0
FL11,1998,1.0,0
FL11,2000,1.0,0
FL11,2002,1.0,0
FL11,2004,1.0,0
FL12,1980,1.0,0
FL12,1982,1.0,0
FL12,1984,1.0,0
FL12,1986,1.0,0
FL12,1988,1.0,0
FL12,1990,1.0,0
FL12,1992,1.0,0
FL12,1994,1.0,0
FL12,1996,1.0,0
FL12,1998,1.0,0
FL12,2000,1.0,0
FL12,2002,1.0,0
FL12,2004,1.0,0
FL13,1980,1.0,0
FL13,1982,1.0,0
FL13,1984,1.0,0
FL13,1986,1.0,0
FL13,1988,1.0,0
FL13,1990,1.0,0
FL13,1992,1.0,0
FL13,1994,1.0,0
FL13,1996,1.0,0
FL13,1998,1.0,0
FL13,2000,1.0,0
FL13,2002,1.0,0
FL13,2004,1.0,0
FL14,1980,1.0,0
FL14,1982,1.0,0
FL14,1984,1.0,0
FL14,1986,1.0,0
FL14,1988,1.0,0
FL14,1990,1.0,0
FL14,1992,1.0,0
FL14,1994,1.0,0
FL14,1996,1.0,0
FL14,1998,1.0,0
FL14,2000,1.0,0
FL14,2002,1.0,0
FL14,2004,1.0,0
FL15,1980,1.0,0
FL15,1982,1.0,0
FL15,1984,1.0,0
FL15,1986,1.0,0
FL15,1988,1.0,0
FL15,1990,1.0,0
FL15,1992,1.0,0
FL15,1994,1.0,0
FL15,1996,1.0,0
FL15,1998,1.0,0
FL15,2000,1.0,0
FL15,2002,1.0,0
FL15,2004,1.0,0
FL16,1980,0.0,0
FL16,1982,1.0,0
FL16,1984,1.0,0
FL16,1986,1.0,0
FL16,1988,1.0,0
FL16,1990,1.0,0
FL16,1992,1.0,0
FL16,1994,1.0,0
FL16,1996,1.0,0
FL16,1998,1.0,0
FL16,2000,1.0,0
FL16,2002,1.0,0
FL16,2004,1.0,0
FL17,1980,0.0,0
FL17,1982,1.0,0
FL17,1984,1.0,0
FL17,1986,1.0,0
FL17,1988,1.0,0
FL17,1990,1.0,0
FL17,1992,1.0,0
FL17,1994,1.0,0
FL17,1996,1.0,0
FL17,1998,1.0,0
FL17,2000,1.0,0
FL17,2002,1.0,0
FL17,2004,1.0,0
FL18,1980,0.0,0
FL18,1982,1.0,0
FL18,1984,1.0,0
FL18,1986,1.0,0
FL18,1988,1.0,0
FL18,1990,1.0,0
FL18,1992,1.0,0
FL18,1994,1.0,0
FL18,1996,1.0,0
FL18,1998,1.0,0
FL18,2000,1.0,0
FL18,2002,1.0,0
FL18,2004,1.0,0
FL19,1980,0.0,0
FL19,1982,1.0,0
FL19,1984,1.0,0
FL19,1986,1.0,0
FL19,1988,1.0,0
FL19,1990,1.0,0
FL19,1992,1.0,0
FL19,1994,1.0,0
FL19,1996,1.0,0
FL19,1998,1.0,0
FL19,2000,1.0,0
FL19,2002,1.0,0
FL19,2004,1.0,0
FL20,1980,0.0,0
FL20,1982,0.0,0
FL20,1984,0.0,0
FL20,1986,0.0,0
FL20,1988,0.0,0
FL20,1990,0.0,0
FL20,1992,1.0,0
FL20,1994,1.0,0
FL20,1996,1.0,0
FL20,1998,1.0,0
FL20,2000,1.0,0
FL20,2002,1.0,0
FL20,2004,1.0,0
FL21,1980,0.0,0
FL21,1982,0.0,0
FL21,1984,0.0,0
FL21,1986,0.0,0
FL21,1988,0.0,0
FL21,1990,0.0,0
FL21,1992,1.0,0
FL21,1994,1.0,0
FL21,1996,1.0,0
FL21,1998,1.0,0
FL21,2000,1.0,0
FL21,2002,1.0,0
FL21,2004,1.0,0
FL22,1980,0.0,0
FL22,1982,0.0,0
FL22,1984,0.0,0
FL22,1986,0.0,0
FL22,1988,0.0,0
FL22,1990,0.0,0
FL22,1992,1.0,0
FL22,1994,1.0,0
FL22,1996,1.0,0
FL22,1998,1.0,0
FL22,2000,1.0,0
FL22,2002,1.0,0
FL22,2004,1.0,0
FL23,1980,0.0,0
FL23,1982,0.0,0
FL23,1984,0.0,0
FL23,1986,0.0,0
FL23,1988,0.0,0
FL23,1990,0.0,0
FL23,1992,1.0,0
FL23,1994,1.0,0
FL23,1996,1.0,0
FL23,1998,1.0,0
FL23,2000,1.0,0
FL23,2002,1.0,0
FL23,2004,1.0,0
FL24,1980,0.0,0
FL24,1982,0.0,0
FL24,1984,0.0,0
FL24,1986,0.0,0
FL24,1988,0.0,0
FL24,1990,0.0,0
FL24,1992,0.0,0
FL24,1994,0.0,0
FL24,1996,0.0,0
FL24,1998,0.0,0
FL24,2000,0.0,0
FL24,2002,1.0,0
FL24,2004,1.0,0
FL25,1980,0.0,0
FL25,1982,0.0,0
FL25,1984,0.0,0
FL25,1986,0.0,0
FL25,1988,0.0,0
FL25,1990,0.0,0
FL25,1992,0.0,0
FL25,1994,0.0,0
FL25,1996,0.0,0
FL25,1998,0.0,0
FL25,2000,0.0,0
FL25,2002,1.0,0
FL25,2004,1.0,0
FL26,1980,0.0,0
FL26,1982,0.0,0
FL26,1984,0.0,0
FL26,1986,0.0,0
FL26,1988,0.0,0
FL26,1990,0.0,0
FL26,1992,0.0,0
FL26,1994,0.0,0
FL26,1996,0.0,0
FL26,1998,0.0,0
FL26,2000,0.0,0
FL26,2002,0.0,0
FL26,2004,0.0,0
FL27,1980,0.0,0
FL27,1982,0.0,0
FL27,1984,0.0,0
FL27,1986,0.0,0
FL27,1988,0.0,0
FL27,1990,0.0,0
FL27,1992,0.0,0
FL27,1994,0.0,0
FL27,1996,0.0,0
FL27,1998,0.0,0
FL27,2000,0.0,0
FL27,2002,0.0,0
FL27,2004,0.0,0
FL28,1980,0.0,0
FL28,1982,0.0,0
FL28,1984,0.0,0
FL28,1986,0.0,0
FL28,1988,0.0,0
FL28,1990,0.0,0
FL28,1992,0.0,0
FL28,1994,0.0,0
FL28,1996,0.0,0
FL28,1998,0.0,0
FL28,2000,0.0,0
FL28,2002,0.0,0
FL28,2004,0.0,0
GA01,1980,1.0,0
GA01,1982,1.0,0
GA01,1984,1.0,0
GA01,1986,1.0,0
GA01,1988,1.0,0
GA01,1990,1.0,0
GA01,1992,1.0,0
GA01,1994,1.0,0
GA01,1996,1.0,0
GA01,1998,1.0,0
GA01,2000,1.0,0
GA01,2002,1.0,0
GA01,2004,1.0,0
GA02,1980,1.0,0
GA02,1982,1.0,0
GA02,1984,1.0,0
GA02,1986,1.0,0
GA02,1988,1.0,0
GA02,1990,1.0,0
GA02,1992,1.0,0
GA02,1994,1.0,0
GA02,1996,1.0,0
GA02,1998,1.0,0
GA02,2000,1.0,0
GA02,2002,1.0,0
GA02,2004,1.0,0
GA03,1980,1.0,0
GA03,1982,1.0,0
GA03,1984,1.0,0
GA03,1986,1.0,0
GA03,1988,1.0,0
GA03,1990,1.0,0
GA03,1992,1.0,0
GA03,1994,1.0,0
GA03,1996,1.0,0
GA03,1998,1.0,0
GA03,2000,1.0,0
GA03,2002,1.0,0
GA03,2004,1.0,0
GA04,1980,1.0,0
GA04,1982,1.0,0
GA04,1984,1.0,0
GA04,1986,1.0,0
GA04,1988,1.0,0
GA04,1990,1.0,0
GA04,1992,1.0,0
GA04,1994,1.0,0
GA04,1996,1.0,0
GA04,1998,1.0,0
GA04,2000,1.0,0
GA04,2002,1.0,0
GA04,2004,1.0,0
GA05,1980,1.0,0
GA05,1982,1.0,0
GA05,1984,1.0,0
GA05,1986,1.0,0
GA05,1988,1.0,0
GA05,1990,1.0,0
GA05,1992,1.0,0
GA05,1994,1.0,0
GA05,1996,1.0,0
GA05,1998,1.0,0
GA05,2000,1.0,0
GA05,2002,1.0,0
GA05,2004,1.0,0
GA06,1980,1.0,0
GA06,1982,1.0,0
GA06,1984,1.0,0
GA06,1986,1.0,0
GA06,1988,1.0,0
GA06,1990,1.0,0
GA06,1992,1.0,0
GA06,1994,1.0,0
GA06,1996,1.0,0
GA06,1998,1.0,0
GA06,2000,1.0,0
GA06,2002,1.0,0
GA06,2004,1.0,0
GA07,1980,1.0,0
GA07,1982,1.0,0
GA07,1984,1.0,0
GA07,1986,1.0,0
GA07,1988,1.0,0
GA07,1990,1.0,0
GA07,1992,1.0,0
GA07,1994,1.0,0
GA07,1996,1.0,0
GA07,1998,1.0,0
GA07,2000,1.0,0
GA07,2002,1.0,0
GA07,2004,1.0,0
GA08,1980,1.0,0
GA08,1982,1.0,0
GA08,1984,1.0,0
GA08,1986,1.0,0
GA08,1988,1.0,0
GA08,1990,1.0,0
GA08,1992,1.0,0
GA08,1994,1.0,0
GA08,1996,1.0,0
GA08,1998,1.0,0
GA08,2000,1.0,0
GA08,2002,1.0,0
GA08,2004,1.0,0
GA09,1980,1.0,0
GA09,1982,1.0,0
GA09,1984,1.0,0
GA09,1986,1.0,0
GA09,1988,1.0,0
GA09,1990,1.0,0
GA09,1992,1.0,0
GA09,1994,1.0,0
GA09,1996,1.0,0
GA09,1998,1.0,0
GA09,2000,1.0,0
GA09,2002,1.0,0
GA09,2004,1.0,0
GA10,1980,1.0,0
GA10,1982,1.0,0
GA10,1984,1.0,0
GA10,1986,1.0,0
GA10,1988,1.0,0
GA10,1990,1.0,0
GA10,1992,1.0,0
GA10,1994,1.0,0
GA10,1996,1.0,0
GA10,1998,1.0,0
GA10,2000,1.0,0
GA10,2002,1.0,0
GA10,2004,1.0,0
GA11,1980,0.0,0
GA11,1982,0.0,0
GA11,1984,0.0,0
GA11,1986,0.0,0
GA11,1988,0.0,0
GA11,1990,0.0,0
GA11,1992,1.0,0
GA11,1994,1.0,0
GA11,1996,1.0,0
GA11,1998,1.0,0
GA11,2000,1.0,0
GA11,2002,1.0,0
GA11,2004,1.0,0
GA12,1980,0.0,0
GA12,1982,0.0,0
GA12,1984,0.0,0
GA12,1986,0.0,0
GA12,1988,0.0,0
GA12,1990,0.0,0
GA12,1992,0.0,0
GA12,1994,0.0,0
GA12,1996,0.0,0
GA12,1998,0.0,0
GA12,2000,0.0,0
GA12,2002,1.0,0
GA12,2004,1.0,0
GA13,1980,0.0,0
GA13,1982,0.0,0
GA13,1984,0.0,0
GA13,1986,0.0,0
GA13,1988,0.0,0
GA13,1990,0.0,0
GA13,1992,0.0,0
GA13,1994,0.0,0
GA13,1996,0.0,0
GA13,1998,0.0,0
GA13,2000,0.0,0
GA13,2002,1.0,0
GA13,2004,1.0,0
GA14,1980,0.0,0
GA14,1982,0.0,0
GA14,1984,0.0,0
GA14,1986,0.0,0
GA14,1988,0.0,0
GA14,1990,0.0,0
GA14,1992,0.0,0
GA14,1994,0.0,0
GA14,1996,0.0,0
GA14,1998,0.0,0
GA14,2000,0.0,0
GA14,2002,0.0,0
GA14,2004,0.0,0
GU01,1980,1.0,1
GU01,1982,1.0,1
GU01,1984,1.0,1
GU01,1986,1.0,1
GU01,1988,1.0,1
GU01,1990,1.0,1
GU01,1992,1.0,1
GU01,1994,1.0,1
GU01,1996,1.0,1
GU01,1998,1.0,1
GU01,2000,1.0,1
GU01,2002,1.0,1
GU01,2004,1.0,1
HI01,1980,1.0,0
HI01,1982,1.0,0
HI01,1984,1.0,0
HI01,1986,1.0,0
HI01,1988,1.0,0
HI01,1990,1.0,0
HI01,1992,1.0,0
HI01,1994,1.0,0
HI01,1996,1.0,0
HI01,1998,1.0,0
HI01,2000,1.0,0
HI01,2002,1.0,0
HI01,2004,1.0,0
HI02,1980,1.0,0
HI02,1982,1.0,0
HI02,1984,1.0,0
HI02,1986,1.0,0
HI02,1988,1.0,0
HI02,1990,1.0,0
HI02,1992,1.0,0
HI02,1994,1.0,0
HI02,1996,1.0,0
HI02,1998,1.0,0
HI02,2000,1.0,0
HI02,2002,1.0,0
HI02,2004,1.0,0
IA01,1980,1.0,0
IA01,1982,1.0,0
IA01,1984,1.0,0
IA01,1986,1.0,0
IA01,1988,1.0,0
IA01,1990,1.0,0
IA01,1992,1.0,0
IA01,1994,1.0,0
IA01,1996,1.0,0
IA01,1998,1.0,0
IA01,2000,1.0,0
IA01,2002,1.0,0
IA01,2004,1.0,0
IA02,1980,1.0,0
IA02,1982,1.0,0
IA02,1984,1.0,0
IA02,1986,1.0,0
IA02,1988,1.0,0
IA02,1990,1.0,0
IA02,1992,1.0,0
IA02,1994,1.0,0
IA02,1996,1.0,0
IA02,1998,1.0,0
IA02,2000,1.0,0
IA02,2002,1.0,0
IA02,2004,1.0,0
IA03,1980,1.0,0
IA03,1982,1.0,0
IA03,1984,1.0,0
IA03,1986,1.0,0
IA03,1988,1.0,0
IA03,1990,1.0,0
IA03,1992,1.0,0
IA03,1994,1.0,0
IA03,1996,1.0,0
IA03,1998,1.0,0
IA03,2000,1.0,0
IA03,2002,1.0,0
IA03,2004,1.0,0
IA04,1980,1.0,0
IA04,1982,1.0,0
IA04,1984,1.0,0
IA04,1986,1.0,0
IA04,1988,1.0,0
IA04,1990,1.0,0
IA04,1992,1.0,0
IA04,1994,1.0,0
IA04,1996,1.0,0
IA04,1998,1.0,0
IA04,2000,1.0,0
IA04,2002,1.0,0
IA04,2004,1.0,0
IA05,1980,1.0,0
IA05,1982,1.0,0
IA05,1984,1.0,0
IA05,1986,1.0,0
IA05,1988,1.0,0
IA05,1990,1.0,0
IA05,1992,1.0,0
IA05,1994,1.0,0
IA05,1996,1.0,0
IA05,1998,1.0,0
IA05,2000,1.0,0
IA05,2002,1.0,0
IA05,2004,1.0,0
IA06,1980,1.0,0
IA06,1982,1.0,0
IA06,1984,1.0,0
IA06,1986,1.0,0
IA06,1988,1.0,0
IA06,1990,1.0,0
IA06,1992,0.0,0
IA06,1994,0.0,0
IA06,1996,0.0,0
IA06,1998,0.0,0
IA06,2000,0.0,0
IA06,2002,0.0,0
IA06,2004,0.0,0
ID01,1980,1.0,0
ID01,1982,1.0,0
ID01,1984,1.0,0
ID01,1986,1.0,0
ID01,1988,1.0,0
ID01,1990,1.0,0
ID01,1992,1.0,0
ID01,1994,1.0,0
ID01,1996,1.0,0
ID01,1998,1.0,0
ID01,2000,1.0,0
ID01,2002,1.0,0
ID01,2004,1.0,0
ID02,1980,1.0,0
ID02,1982,1.0,0
ID02,1984,1.0,0
ID02,1986,1.0,0
ID02,1988,1.0,0
ID02,1990,1.0,0
ID02,1992,1.0,0
ID02,1994,1.0,0
ID02,1996,1.0,0
ID02,1998,1.0,0
ID02,2000,1.0,0
ID02,2002,1.0,0
ID02,2004,1.0,0
IL01,1980,1.0,0
IL01,1982,1.0,0
IL01,1984,1.0,0
IL01,1986,1.0,0
IL01,1988,1.0,0
IL01,1990,1.0,0
IL01,1992,1.0,0
IL01,1994,1.0,0
IL01,1996,1.0,0
IL01,1998,1.0,0
IL01,2000,1.0,0
IL01,2002,1.0,0
IL01,2004,1.0,0
IL02,1980,1.0,0
IL02,1982,1.0,0
IL02,1984,1.0,0
IL02,1986,1.0,0
IL02,1988,1.0,0
IL02,1990,1.0,0
IL02,1992,1.0,0
IL02,1994,1.0,0
IL02,1996,1.0,0
IL02,1998,1.0,0
IL02,2000,1.0,0
IL02,2002,1.0,0
IL02,2004,1.0,0
IL03,1980,1.0,0
IL03,1982,1.0,0
IL03,1984,1.0,0
IL03,1986,1.0,0
IL03,1988,1.0,0
IL03,1990,1.0,0
IL03,1992,1.0,0
IL03,1994,1.0,0
IL03,1996,1.0,0
IL03,1998,1.0,0
IL03,2000,1.0,0
IL03,2002,1.0,0
IL03,2004,1.0,0
IL04,1980,1.0,0
IL04,1982,1.0,0
IL04,1984,1.0,0
IL04,1986,1.0,0
IL04,1988,1.0,0
IL04,1990,1.0,0
IL04,1992,1.0,0
IL04,1994,1.0,0
IL04,1996,1.0,0
IL04,1998,1.0,0
IL04,2000,1.0,0
IL04,2002,1.0,0
IL04,2004,1.0,0
IL05,1980,1.0,0
IL05,1982,1.0,0
IL05,1984,1.0,0
IL05,1986,1.0,0
IL05,1988,1.0,0
IL05,1990,1.0,0
IL05,1992,1.0,0
IL05,1994,1.0,0
IL05,1996,1.0,0
IL05,1998,1.0,0
IL05,2000,1.0,0
IL05,2002,1.0,0
IL05,2004,1.0,0
IL06,1980,1.0,0
IL06,1982,1.0,0
IL06,1984,1.0,0
IL06,1986,1.0,0
IL06,1988,1.0,0
IL06,1990,1.0,0
IL06,1992,1.0,0
IL06,1994,1.0,0
IL06,1996,1.0,0
IL06,1998,1.0,0
IL06,2000,1.0,0
IL06,2002,1.0,0
IL06,2004,1.0,0
IL07,1980,1.0,0
IL07,1982,1.0,0
IL07,1984,1.0,0
IL07,1986,1.0,0
IL07,1988,1.0,0
IL07,1990,1.0,0
IL07,1992,1.0,0
IL07,1994,1.0,0
IL07,1996,1.0,0
IL07,1998,1.0,0
IL07,2000,1.0,0
IL07,2002,1.0,0
IL07,2004,1.0,0
IL08,1980,1.0,0
IL08,1982,1.0,0
IL08,1984,1.0,0
IL08,1986,1.0,0
IL08,1988,1.0,0
IL08,1990,1.0,0
IL08,1992,1.0,0
IL08,1994,1.0,0
IL08,1996,1.0,0
IL08,1998,1.0,0
IL08,2000,1.0,0
IL08,2002,1.0,0
IL08,2004,1.0,0
IL09,1980,1.0,0
IL09,1982,1.0,0
IL09,1984,1.0,0
IL09,1986,1.0,0
IL09,1988,1.0,0
IL09,1990,1.0,0
IL09,1992,1.0,0
IL09,1994,1.0,0
IL09,1996,1.0,0
IL09,1998,1.0,0
IL09,2000,1.0,0
IL09,2002,1.0,0
IL09,2004,1.0,0
IL10,1980,1.0,0
IL10,1982,1.0,0
IL10,1984,1.0,0
IL10,1986,1.0,0
IL10,1988,1.0,0
IL10,1990,1.0,0
IL10,1992,1.0,0
IL10,1994,1.0,0
IL10,1996,1.0,0
IL10,1998,1.0,0
IL10,2000,1.0,0
IL10,2002,1.0,0
IL10,2004,1.0,0
IL11,1980,1.0,0
IL11,1982,1.0,0
IL11,1984,1.0,0
IL11,1986,1.0,0
IL11,1988,1.0,0
IL11,1990,1.0,0
IL11,1992,1.0,0
IL11,1994,1.0,0
IL11,1996,1.0,0
IL11,1998,1.0,0
IL11,2000,1.0,0
IL11,2002,1.0,0
IL11,2004,1.0,0
IL12,1980,1.0,0
IL12,1982,1.0,0
IL12,1984,1.0,0
IL12,1986,1.0,0
IL12,1988,1.0,0
IL12,1990,1.0,0
IL12,1992,1.0,0
IL12,1994,1.0,0
IL12,1996,1.0,0
IL12,1998,1.0,0
IL12,2000,1.0,0
IL12,2002,1.0,0
IL12,2004,1.0,0
IL13,1980,1.0,0
IL13,1982,1.0,0
IL13,1984,1.0,0
IL13,1986,1.0,0
IL13,1988,1.0,0
IL13,1990,1.0,0
IL13,1992,1.0,0
IL13,1994,1.0,0
IL13,1996,1.0,0
IL13,1998,1.0,0
IL13,2000,1.0,0
IL13,2002,1.0,0
IL13,2004,1.0,0
IL14,1980,1.0,0
IL14,1982,1.0,0
IL14,1984,1.0,0
IL14,1986,1.0,0
IL14,1988,1.0,0
IL14,1990,1.0,0
IL14,1992,1.0,0
IL14,1994,1.0,0
IL14,1996,1.0,0
IL14,1998,1.0,0
IL14,2000,1.0,0
IL14,2002,1.0,0
IL14,2004,1.0,0
IL15,1980,1.0,0
IL15,1982,1.0,0
IL15,1984,1.0,0
IL15,1986,1.0,0
IL15,1988,1.0,0
IL15,1990,1.0,0
IL15,1992,1.0,0
IL15,1994,1.0,0
IL15,1996,1.0,0
IL15,1998,1.0,0
IL15,2000,1.0,0
IL15,2002,1.0,0
IL15,2004,1.0,0
IL16,1980,1.0,0
IL16,1982,1.0,0
IL16,1984,1.0,0
IL16,1986,1.0,0
IL16,1988,1.0,0
IL16,1990,1.0,0
IL16,1992,1.0,0
IL16,1994,1.0,0
IL16,1996,1.0,0
IL16,1998,1.0,0
IL16,2000,1.0,0
IL16,2002,1.0,0
IL16,2004,1.0,0
IL17,1980,1.0,0
IL17,1982,1.0,0
IL17,1984,1.0,0
IL17,1986,1.0,0
IL17,1988,1.0,0
IL17,1990,1.0,0
IL17,1992,1.0,0
IL17,1994,1.0,0
IL17,1996,1.0,0
IL17,1998,1.0,0
IL17,2000,1.0,0
IL17,2002,1.0,0
IL17,2004,1.0,0
IL18,1980,1.0,0
IL18,1982,1.0,0
IL18,1984,1.0,0
IL18,1986,1.0,0
IL18,1988,1.0,0
IL18,1990,1.0,0
IL18,1992,1.0,0
IL18,1994,1.0,0
IL18,1996,1.0,0
IL18,1998,1.0,0
IL18,2000,1.0,0
IL18,2002,1.0,0
IL18,2004,1.0,0
IL19,1980,1.0,0
IL19,1982,1.0,0
IL19,1984,1.0,0
IL19,1986,1.0,0
IL19,1988,1.0,0
IL19,1990,1.0,0
IL19,1992,1.0,0
IL19,1994,1.0,0
IL19,1996,1.0,0
IL19,1998,1.0,0
IL19,2000,1.0,0
IL19,2002,1.0,0
IL19,2004,1.0,0
IL20,1980,1.0,0
IL20,1982,1.0,0
IL20,1984,1.0,0
IL20,1986,1.0,0
IL20,1988,1.0,0
IL20,1990,1.0,0
IL20,1992,1.0,0
IL20,1994,1.0,0
IL20,1996,1.0,0
IL20,1998,1.0,0
IL20,2000,1.0,0
IL20,2002,0.0,0
IL20,2004,0.0,0
IL21,1980,1.0,0
IL21,1982,1.0,0
IL21,1984,1.0,0
IL21,1986,1.0,0
IL21,1988,1.0,0
IL21,1990,1.0,0
