district,cycle,real_data,territorial
CA13,2004,1.0,0
CA14,1980,1.0,0
CA14,1982,1.0,0
CA14,1984,1.0,0
CA14,1986,1.0,0
CA14,1988,1.0,0
CA14,1990,1.0,0
CA14,1992,1.0,0
CA14,1994,1.0,0
CA14,1996,1.0,0
CA14,1998,1.0,0
CA14,2000,1.0,0
CA14,2002,1.0,0
CA14,2004,1.0,0
CA15,1980,1.0,0
CA15,1982,1.0,0
CA15,1984,1.0,0
CA15,1986,1.0,0
CA15,1988,1.0,0
CA15,1990,1.0,0
CA15,1992,1.0,0
CA15,1994,1.0,0
CA15,1996,1.0,0
CA15,1998,1.0,0
CA15,2000,1.0,0
CA15,2002,1.0,0
CA15,2004,1.0,0
CA16,1980,1.0,0
CA16,1982,1.0,0
CA16,1984,1.0,0
CA16,1986,1.0,0
CA16,1988,1.0,0
CA16,1990,1.0,0
CA16,1992,1.0,0
CA16,1994,1.0,0
CA16,1996,1.0,0
CA16,1998,1.0,0
CA16,2000,1.0,0
CA16,2002,1.0,0
CA16,2004,1.0,0
CA17,1980,1.0,0
CA17,1982,1.0,0
CA17,1984,1.0,0
CA17,1986,1.0,0
CA17,1988,1.0,0
CA17,1990,1.0,0
CA17,1992,1.0,0
CA17,1994,1.0,0
CA17,1996,1.0,0
CA17,1998,1.0,0
CA17,2000,1.0,0
CA17,2002,1.0,0
CA17,2004,1.0,0
CA18,1980,1.0,0
CA18,1982,1.0,0
CA18,1984,1.0,0
CA18,1986,1.0,0
CA18,1988,1.0,0
CA18,1990,1.0,0
CA18,1992,1.0,0
CA18,1994,1.0,0
CA18,1996,1.0,0
CA18,1998,1.0,0
CA18,2000,1.0,0
CA18,2002,1.0,0
CA18,2004,1.0,0
CA19,1980,1.0,0
CA19,1982,1.0,0
CA19,1984,1.0,0
CA19,1986,1.0,0
CA19,1988,1.0,0
CA19,1990,1.0,0
CA19,1992,1.0,0
CA19,1994,1.0,0
CA19,1996,1.0,0
CA19,1998,1.0,0
CA19,2000,1.0,0
CA19,2002,1.0,0
CA19,2004,1.0,0
CA20,1980,1.0,0
CA20,1982,1.0,0
CA20,1984,1.0,0
CA20,1986,1.0,0
CA20,1988,1.0,0
CA20,1990,1.0,0
CA20,1992,1.0,0
CA20,1994,1.0,0
CA20,1996,1.0,0
CA20,1998,1.0,0
CA20,2000,1.0,0
CA20,2002,1.0,0
CA20,2004,1.0,0
CA21,1980,1.0,0
CA21,1982,1.0,0
CA21,1984,1.0,0
CA21,1986,1.0,0
CA21,1988,1.0,0
CA21,1990,1.0,0
CA21,1992,1.0,0
CA21,1994,1.0,0
CA21,1996,1.0,0
CA21,1998,1.0,0
CA21,2000,1.0,0
CA21,2002,1.0,0
CA21,2004,1.0,0
CA22,1980,1.0,0
CA22,1982,1.0,0
CA22,1984,1.0,0
CA22,1986,1.0,0
CA22,1988,1.0,0
CA22,1990,1.0,0
CA22,1992,1.0,0
CA22,1994,1.0,0
CA22,1996,1.0,0
CA22,1998,1.0,0
CA22,2000,1.0,0
CA22,2002,1.0,0
CA22,2004,1.0,0
CA23,1980,1.0,0
CA23,1982,1.0,0
CA23,1984,1.0,0
CA23,1986,1.0,0
CA23,1988,1.0,0
CA23,1990,1.0,0
CA23,1992,1.0,0
CA23,1994,1.0,0
CA23,1996,1.0,0
CA23,1998,1.0,0
CA23,2000,1.0,0
CA23,2002,1.0,0
CA23,2004,1.0,0
CA24,1980,1.0,0
CA24,1982,1.0,0
CA24,1984,1.0,0
CA24,1986,1.0,0
CA24,1988,1.0,0
CA24,1990,1.0,0
CA24,1992,1.0,0
CA24,1994,1.0,0
CA24,1996,1.0,0
CA24,1998,1.0,0
CA24,2000,1.0,0
CA24,2002,1.0,0
CA24,2004,1.0,0
CA25,1980,1.0,0
CA25,1982,1.0,0
CA25,1984,1.0,0
CA25,1986,1.0,0
CA25,1988,1.0,0
CA25,1990,1.0,0
CA25,1992,1.0,0
CA25,1994,1.0,0
CA25,1996,1.0,0
CA25,1998,1.0,0
CA25,2000,1.0,0
CA25,2002,1.0,0
CA25,2004,1.0,0
CA26,1980,1.0,0
CA26,1982,1.0,0
CA26,1984,1.0,0
CA26,1986,1.0,0
CA26,1988,1.0,0
CA26,1990,1.0,0
CA26,1992,1.0,0
CA26,1994,1.0,0
CA26,1996,1.0,0
CA26,1998,1.0,0
CA26,2000,1.0,0
CA26,2002,1.0,0
CA26,2004,1.0,0
CA27,1980,1.0,0
CA27,1982,1.0,0
CA27,1984,1.0,0
CA27,1986,1.0,0
CA27,1988,1.0,0
CA27,1990,1.0,0
CA27,1992,1.0,0
CA27,1994,1.0,0
CA27,1996,1.0,0
CA27,1998,1.0,0
CA27,2000,1.0,0
CA27,2002,1.0,0
CA27,2004,1.0,0
CA28,1980,1.0,0
CA28,1982,1.0,0
CA28,1984,1.0,0
CA28,1986,1.0,0
CA28,1988,1.0,0
CA28,1990,1.0,0
CA28,1992,1.0,0
CA28,1994,1.0,0
CA28,1996,1.0,0
CA28,1998,1.0,0
CA28,2000,1.0,0
CA28,2002,1.0,0
CA28,2004,1.0,0
CA29,1980,1.0,0
CA29,1982,1.0,0
CA29,1984,1.0,0
CA29,1986,1.0,0
CA29,1988,1.0,0
CA29,1990,1.0,0
CA29,1992,1.0,0
CA29,1994,1.0,0
CA29,1996,1.0,0
CA29,1998,1.0,0
CA29,2000,1.0,0
CA29,2002,1.0,0
CA29,2004,1.0,0
CA30,1980,1.0,0
CA30,1982,1.0,0
CA30,1984,1.0,0
CA30,1986,1.0,0
CA30,1988,1.0,0
CA30,1990,1.0,0
CA30,1992,1.0,0
CA30,1994,1.0,0
CA30,1996,1.0,0
CA30,1998,1.0,0
CA30,2000,1.0,0
CA30,2002,1.0,0
CA30,2004,1.0,0
CA31,1980,1.0,0
CA31,1982,1.0,0
CA31,1984,1.0,0
CA31,1986,1.0,0
CA31,1988,1.0,0
CA31,1990,1.0,0
CA31,1992,1.0,0
CA31,1994,1.0,0
CA31,1996,1.0,0
CA31,1998,1.0,0
CA31,2000,1.0,0
CA31,2002,1.0,0
CA31,2004,1.0,0
CA32,1980,1.0,0
CA32,1982,1.0,0
CA32,1984,1.0,0
CA32,1986,1.0,0
CA32,1988,1.0,0
CA32,1990,1.0,0
CA32,1992,1.0,0
CA32,1994,1.0,0
CA32,1996,1.0,0
CA32,1998,1.0,0
CA32,2000,1.0,0
CA32,2002,1.0,0
CA32,2004,1.0,0
CA33,1980,1.0,0
CA33,1982,1.0,0
CA33,1984,1.0,0
CA33,1986,1.0,0
CA33,1988,1.0,0
CA33,1990,1.0,0
CA33,1992,1.0,0
CA33,1994,1.0,0
CA33,1996,1.0,0
CA33,1998,1.0,0
CA33,2000,1.0,0
CA33,2002,1.0,0
CA33,2004,1.0,0
CA34,1980,1.0,0
CA34,1982,1.0,0
CA34,1984,1.0,0
CA34,1986,1.0,0
CA34,1988,1.0,0
CA34,1990,1.0,0
CA34,1992,1.0,0
CA34,1994,1.0,0
CA34,1996,1.0,0
CA34,1998,1.0,0
CA34,2000,1.0,0
CA34,2002,1.0,0
CA34,2004,1.0,0
CA35,1980,1.0,0
CA35,1982,1.0,0
CA35,1984,1.0,0
CA35,1986,1.0,0
CA35,1988,1.0,0
CA35,1990,1.0,0
CA35,1992,1.0,0
CA35,1994,1.0,0
CA35,1996,1.0,0
CA35,1998,1.0,0
CA35,2000,1.0,0
CA35,2002,1.0,0
CA35,2004,1.0,0
CA36,1980,1.0,0
CA36,1982,1.0,0
CA36,1984,1.0,0
CA36,1986,1.0,0
CA36,1988,1.0,0
CA36,1990,1.0,0
CA36,1992,1.0,0
CA36,1994,1.0,0
CA36,1996,1.0,0
CA36,1998,1.0,0
CA36,2000,1.0,0
CA36,2002,1.0,0
CA36,2004,1.0,0
CA37,1980,1.0,0
CA37,1982,1.0,0
CA37,1984,1.0,0
CA37,1986,1.0,0
CA37,1988,1.0,0
CA37,1990,1.0,0
CA37,1992,1.0,0
CA37,1994,1.0,0
CA37,1996,1.0,0
CA37,1998,1.0,0
CA37,2000,1.0,0
CA37,2002,1.0,0
CA37,2004,1.0,0
CA38,1980,1.0,0
CA38,1982,1.0,0
CA38,1984,1.0,0
CA38,1986,1.0,0
CA38,1988,1.0,0
CA38,1990,1.0,0
CA38,1992,1.0,0
CA38,1994,1.0,0
CA38,1996,1.0,0
CA38,1998,1.0,0
CA38,2000,1.0,0
CA38,2002,1.0,0
CA38,2004,1.0,0
CA39,1980,1.0,0
CA39,1982,1.0,0
CA39,1984,1.0,0
CA39,1986,1.0,0
CA39,1988,1.0,0
CA39,1990,1.0,0
CA39,1992,1.0,0
CA39,1994,1.0,0
CA39,1996,1.0,0
CA39,1998,1.0,0
CA39,2000,1.0,0
CA39,2002,1.0,0
CA39,2004,1.0,0
CA40,1980,1.0,0
CA40,1982,1.0,0
CA40,1984,1.0,0
CA40,1986,1.0,0
CA40,1988,1.0,0
CA40,1990,1.0,0
CA40,1992,1.0,0
CA40,1994,1.0,0
CA40,1996,1.0,0
CA40,1998,1.0,0
CA40,2000,1.0,0
CA40,2002,1.0,0
CA40,2004,1.0,0
CA41,1980,1.0,0
CA41,1982,1.0,0
CA41,1984,1.0,0
CA41,1986,1.0,0
CA41,1988,1.0,0
CA41,1990,1.0,0
CA41,1992,1.0,0
CA41,1994,1.0,0
CA41,1996,1.0,0
CA41,1998,1.0,0
CA41,2000,1.0,0
CA41,2002,1.0,0
CA41,2004,1.0,0
CA42,1980,1.0,0
CA42,1982,1.0,0
CA42,1984,1.0,0
CA42,1986,1.0,0
CA42,1988,1.0,0
CA42,1990,1.0,0
CA42,1992,1.0,0
CA42,1994,1.0,0
CA42,1996,1.0,0
CA42,1998,1.0,0
CA42,2000,1.0,0
CA42,2002,1.0,0
CA42,2004,1.0,0
CA43,1980,1.0,0
CA43,1982,1.0,0
CA43,1984,1.0,0
CA43,1986,1.0,0
CA43,1988,1.0,0
CA43,1990,1.0,0
CA43,1992,1.0,0
CA43,1994,1.0,0
CA43,1996,1.0,0
CA43,1998,1.0,0
CA43,2000,1.0,0
CA43,2002,1.0,0
CA43,2004,1.0,0
CA44,1980,0.0,0
CA44,1982,1.0,0
CA44,1984,1.0,0
CA44,1986,1.0,0
CA44,1988,1.0,0
CA44,1990,1.0,0
CA44,1992,1.0,0
CA44,1994,1.0,0
CA44,1996,1.0,0
CA44,1998,1.0,0
CA44,2000,1.0,0
CA44,2002,1.0,0
CA44,2004,1.0,0
CA45,1980,0.0,0
CA45,1982,1.0,0
CA45,1984,1.0,0
CA45,1986,1.0,0
CA45,1988,1.0,0
CA45,1990,1.0,0
CA45,1992,1.0,0
CA45,1994,1.0,0
CA45,1996,1.0,0
CA45,1998,1.0,0
CA45,2000,1.0,0
CA45,2002,1.0,0
CA45,2004,1.0,0
CA46,1980,0.0,0
CA46,1982,0.0,0
CA46,1984,0.0,0
CA46,1986,0.0,0
CA46,1988,0.0,0
CA46,1990,0.0,0
CA46,1992,1.0,0
CA46,1994,1.0,0
CA46,1996,1.0,0
CA46,1998,1.0,0
CA46,2000,1.0,0
CA46,2002,1.0,0
CA46,2004,1.0,0
CA47,1980,0.0,0
CA47,1982,0.0,0
CA47,1984,0.0,0
CA47,1986,0.0,0
CA47,1988,0.0,0
CA47,1990,0.0,0
CA47,1992,1.0,0
CA47,1994,1.0,0
CA47,1996,1.0,0
CA47,1998,1.0,0
CA47,2000,1.0,0
CA47,2002,1.0,0
CA47,2004,1.0,0
CA48,1980,0.0,0
CA48,1982,0.0,0
CA48,1984,0.0,0
CA48,1986,0.0,0
CA48,1988,0.0,0
CA48,1990,0.0,0
CA48,1992,1.0,0
CA48,1994,1.0,0
CA48,1996,1.0,0
CA48,1998,1.0,0
CA48,2000,1.0,0
CA48,2002,1.0,0
CA48,2004,1.0,0
CA49,1980,0.0,0
CA49,1982,0.0,0
CA49,1984,0.0,0
CA49,1986,0.0,0
CA49,1988,0.0,0
CA49,1990,0.0,0
CA49,1992,1.0,0
CA49,1994,1.0,0
CA49,1996,1.0,0
CA49,1998,1.0,0
CA49,2000,1.0,0
CA49,2002,1.0,0
CA49,2004,1.0,0
CA50,1980,0.0,0
CA50,1982,0.0,0
CA50,1984,0.0,0
CA50,1986,0.0,0
CA50,1988,0.0,0
CA50,1990,0.0,0
CA50,1992,1.0,0
CA50,1994,1.0,0
CA50,1996,1.0,0
CA50,1998,1.0,0
CA50,2000,1.0,0
CA50,2002,1.0,0
CA50,2004,1.0,0
CA51,1980,0.0,0
CA51,1982,0.0,0
CA51,1984,0.0,0
CA51,1986,0.0,0
CA51,1988,0.0,0
CA51,1990,0.0,0
CA51,1992,1.0,0
CA51,1994,1.0,0
CA51,1996,1.0,0
CA51,1998,1.0,0
CA51,2000,1.0,0
CA51,2002,1.0,0
CA51,2004,1.0,0
CA52,1980,0.0,0
CA52,1982,0.0,0
CA52,1984,0.0,0
CA52,1986,0.0,0
CA52,1988,0.0,0
CA52,1990,0.0,0
CA52,1992,1.0,0
CA52,1994,1.0,0
CA52,1996,1.0,0
CA52,1998,1.0,0
CA52,2000,1.0,0
CA52,2002,1.0,0
CA52,2004,1.0,0
CA53,1980,0.0,0
CA53,1982,0.0,0
CA53,1984,0.0,0
CA53,1986,0.0,0
CA53,1988,0.0,0
CA53,1990,0.0,0
CA53,1992,0.0,0
CA53,1994,0.0,0
CA53,1996,0.0,0
CA53,1998,0.0,0
CA53,2000,0.0,0
CA53,2002,1.0,0
CA53,2004,1.0,0
CO01,1980,1.0,0
CO01,1982,1.0,0
CO01,1984,1.0,0
CO01,1986,1.0,0
CO01,1988,1.0,0
CO01,1990,1.0,0
CO01,1992,1.0,0
CO01,1994,1.0,0
CO01,1996,1.0,0
CO01,1998,1.0,0
CO01,2000,1.0,0
CO01,2002,1.0,0
CO01,2004,1.0,0
CO02,1980,1.0,0
CO02,1982,1.0,0
CO02,1984,1.0,0
CO02,1986,1.0,0
CO02,1988,1.0,0
CO02,1990,1.0,0
CO02,1992,1.0,0
CO02,1994,1.0,0
CO02,1996,1.0,0
CO02,1998,1.0,0
CO02,2000,1.0,0
CO02,2002,1.0,0
CO02,2004,1.0,0
CO03,1980,1.0,0
CO03,1982,1.0,0
CO03,1984,1.0,0
CO03,1986,1.0,0
CO03,1988,1.0,0
CO03,1990,1.0,0
CO03,1992,1.0,0
CO03,1994,1.0,0
CO03,1996,1.0,0
CO03,1998,1.0,0
CO03,2000,1.0,0
CO03,2002,1.0,0
CO03,2004,1.0,0
CO04,1980,1.0,0
CO04,1982,1.0,0
CO04,1984,1.0,0
CO04,1986,1.0,0
CO04,1988,1.0,0
CO04,1990,1.0,0
CO04,1992,1.0,0
CO04,1994,1.0,0
CO04,1996,1.0,0
CO04,1998,1.0,0
CO04,2000,1.0,0
CO04,2002,1.0,0
CO04,2004,1.0,0
CO05,1980,1.0,0
CO05,1982,1.0,0
CO05,1984,1.0,0
CO05,1986,1.0,0
CO05,1988,1.0,0
CO05,1990,1.0,0
CO05,1992,1.0,0
CO05,1994,1.0,0
CO05,1996,1.0,0
CO05,1998,1.0,0
CO05,2000,1.0,0
CO05,2002,1.0,0
CO05,2004,1.0,0
CO06,1980,0.0,0
CO06,1982,1.0,0
CO06,1984,1.0,0
CO06,1986,1.0,0
CO06,1988,1.0,0
CO06,1990,1.0,0
CO06,1992,1.0,0
CO06,1994,1.0,0
CO06,1996,1.0,0
CO06,1998,1.0,0
CO06,2000,1.0,0
CO06,2002,1.0,0
CO06,2004,1.0,0
CO07,1980,0.0,0
CO07,1982,0.0,0
CO07,1984,0.0,0
CO07,1986,0.0,0
CO07,1988,0.0,0
CO07,1990,0.0,0
CO07,1992,0.0,0
CO07,1994,0.0,0
CO07,1996,0.0,0
CO07,1998,0.0,0
